门店ID,门店名称,省份,城市,城市层级,门店类型,商圈,直营加盟类型,月份,月营收,毛利,店面贡献利润,单店净利润,毛利率,店面贡献利润率,单店净利率,堂食占比,外卖占比,人工占比,房租占比,客单价,房租占比上限,人工占比上限,堂食占比下限,持续亏损预警月数,毛利率塌方阈值pp,适用范围,房租超标,人工超标,堂食衰减,本月亏损,利润健康等级,预警条数,建议动作,历史亏损月数,近3月有亏损,持续亏损标签
S00566,上海CBD0566店,上海,上海,一线,外卖卫星店,CBD,直营,2026-05,24576.4,10860.82,5919.52,4153.200000000001,0.441920704415618,0.240861965137286,0.168991390114093,0.140465649973145,0.859534350026855,0.110408359238945,0.072162318321642,85.03944636678202,0.08,0.13,0.0,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00501,重庆社区0501店,重庆,重庆,新一线,社区店,社区,加盟,2026-05,15294.54,8451.210000000003,4254.600000000002,3633.2700000000023,0.552563856121204,0.278177702631135,0.237553401409915,0.646544453118564,0.353455546881436,0.158277398339538,0.085187916733684,73.53144230769232,0.12,0.18,0.5,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00550,成都购物中心0550店,四川,成都,新一线,外卖卫星店,购物中心,直营,2026-05,16372.090000000006,6672.890000000005,3715.610000000005,2624.840000000004,0.40757716333101,0.22694781179434,0.160324063696205,0.128269512322495,0.871730487677505,0.097550770854546,0.057684144174629,85.27130208333337,0.08,0.13,0.0,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00568,佛山购物中心0568店,广东,佛山,新一线,商场店,购物中心,直营,2026-02,15041.67,7864.5,490.59000000000015,-656.0600000000031,0.522847529562874,0.032615394434262,-0.043616167619686,0.567875774431961,0.432124225568039,0.211248485041887,0.237769476394576,99.61370860927153,0.28,0.22,0.6,3,0.03,全部,FALSE,FALSE,TRUE,FALSE,微利,1,进入堂食提振专题,0,0,非持续亏损
S00501,重庆社区0501店,重庆,重庆,新一线,社区店,社区,加盟,2026-03,30458.65,15368.520000000002,6060.600000000002,4661.98,0.504569966167246,0.198977958642291,0.153059311558457,0.728142580186581,0.271857419813419,0.148046942330011,0.12328681671709,96.08406940063092,0.12,0.18,0.5,3,0.03,全部,TRUE,FALSE,FALSE,FALSE,健康,1,考虑闭店或营收提升,0,0,非持续亏损
S00568,佛山购物中心0568店,广东,佛山,新一线,商场店,购物中心,直营,2026-05,19011.359999999997,10268.869999999997,1799.7299999999968,362.3600000000006,0.540143892914552,0.094666031257101,0.019060182964291,0.647365049107481,0.352634950892519,0.184353986248222,0.222685804697823,67.17795053003532,0.28,0.22,0.6,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,关注,0,正常运营,0,0,非持续亏损
S00501,重庆社区0501店,重庆,重庆,新一线,社区店,社区,加盟,2026-04,26630.439999999995,14489.009999999995,7046.0799999999945,5777.129999999994,0.544077003609403,0.264587442040011,0.216937084028653,0.754011199214133,0.245988800785868,0.15862561790192,0.090588063884788,86.46246753246751,0.12,0.18,0.5,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00550,成都购物中心0550店,四川,成都,新一线,外卖卫星店,购物中心,直营,2026-04,30816.619999999995,13085.229999999996,6811.819999999995,4702.569999999996,0.424616002663498,0.221043709530766,0.152598500419579,0.233500948514146,0.766499051485854,0.101012700289649,0.07432547761565,108.89265017667843,0.08,0.13,0.0,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00566,上海CBD0566店,上海,上海,一线,外卖卫星店,CBD,直营,2026-02,16385.96,6519.439999999999,2486.329999999999,1305.550000000001,0.397867442615507,0.151735388100545,0.079674916819033,0.177229774758391,0.822770225241609,0.127120412841237,0.093580723985656,109.23973333333333,0.08,0.13,0.0,3,0.03,全部,TRUE,FALSE,FALSE,FALSE,健康,1,考虑闭店或营收提升,0,0,非持续亏损
S01098,上海交通枢纽1098店,上海,上海,一线,交通店,交通枢纽,直营,2026-02,17297.450000000004,9886.670000000004,-440.399999999996,-1639.219999999994,0.571568063500689,-0.025460400232404,-0.094766569638877,0.759494607586667,0.240505392413332,0.198364498813409,0.366770824601314,108.78899371069186,0.35,0.25,0.85,3,0.03,全部,TRUE,FALSE,TRUE,TRUE,严重亏损,3,启动关店评估,4,1,持续亏损
S01113,南京CBD1113店,江苏,南京,新一线,写字楼店,CBD,加盟,2026-04,46299.40000000001,23398.530000000006,6045.990000000006,3507.4600000000064,0.505374367702389,0.130584629606431,0.075756057313918,0.732624396860434,0.267375603139565,0.194479194114827,0.143229717879713,91.32031558185406,0.16,0.25,0.6,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,健康,0,正常运营,0,0,非持续亏损
S01113,南京CBD1113店,江苏,南京,新一线,写字楼店,CBD,加盟,2026-02,17545.400000000005,9184.970000000005,2628.9100000000044,1723.8800000000065,0.523497326934695,0.149834714512066,0.098252533427565,0.752835501043008,0.247164498956992,0.190161523818209,0.154197681443569,96.93591160220997,0.16,0.25,0.6,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,健康,0,正常运营,0,0,非持续亏损
S01117,深圳购物中心1117店,广东,深圳,一线,外卖卫星店,购物中心,加盟,2026-05,29877.899999999994,11199.049999999996,4859.4199999999955,3583.7499999999964,0.374827213425308,0.162642622138771,0.119946515652037,0.118606059997523,0.881393940002477,0.103929660384431,0.090821309395908,115.35868725868724,0.08,0.13,0.0,3,0.03,全部,TRUE,FALSE,FALSE,FALSE,健康,1,考虑闭店或营收提升,0,0,非持续亏损
S01098,上海交通枢纽1098店,上海,上海,一线,交通店,交通枢纽,直营,2026-04,39356.95999999998,20299.099999999977,-3011.9900000000234,-5555.610000000022,0.515769002483931,-0.076530047036154,-0.141159530614154,0.722608402681508,0.277391597318492,0.182722191957916,0.381592988889386,78.40031872509955,0.35,0.25,0.85,3,0.03,全部,TRUE,FALSE,TRUE,TRUE,严重亏损,3,启动关店评估,4,1,持续亏损
S01148,东莞写字楼1148店,广东,东莞,新一线,写字楼店,写字楼,直营,2026-05,27892.789999999997,15516.319999999998,5030.119999999997,2955.3100000000013,0.556284258405129,0.180337642810203,0.105952470154474,0.692841770220907,0.307158229779093,0.208132997810545,0.129206866720755,85.82396923076922,0.16,0.25,0.6,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,健康,0,正常运营,0,0,非持续亏损
S01117,深圳购物中心1117店,广东,深圳,一线,外卖卫星店,购物中心,加盟,2026-04,32545.420000000002,13507.810000000001,6781.210000000001,5166.020000000004,0.415044881891215,0.208361422283074,0.158732626587704,0.131785977873384,0.868214022126616,0.124253735241395,0.055169052972738,89.65680440771351,0.08,0.13,0.0,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S01117,深圳购物中心1117店,广东,深圳,一线,外卖卫星店,购物中心,加盟,2026-02,9808.29,4362.960000000001,2483.800000000001,2003.5100000000011,0.44482371544887,0.253234763654011,0.204267002708933,0.205893178117694,0.794106821882305,0.095009425700097,0.073959884954462,87.57401785714286,0.08,0.13,0.0,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S01098,上海交通枢纽1098店,上海,上海,一线,交通店,交通枢纽,直营,2026-03,41125.64000000001,21909.860000000008,-2712.1099999999933,-5600.360000000001,0.53275426230449,-0.065946937239153,-0.136176847339032,0.636781822726649,0.363218177273351,0.179407785508019,0.383992808379395,81.27596837944665,0.35,0.25,0.85,3,0.03,全部,TRUE,FALSE,TRUE,TRUE,严重亏损,3,启动关店评估,4,1,持续亏损
S01148,东莞写字楼1148店,广东,东莞,新一线,写字楼店,写字楼,直营,2026-04,38329.770000000004,20608.220000000005,4393.520000000005,1805.3300000000163,0.537655717735849,0.114624220286216,0.04709994346431,0.652167753680755,0.347832246319245,0.214179996384012,0.17313644198752,80.18780334728034,0.16,0.25,0.6,3,0.03,全部,TRUE,FALSE,FALSE,FALSE,关注,1,考虑闭店或营收提升,0,0,非持续亏损
S01113,南京CBD1113店,江苏,南京,新一线,写字楼店,CBD,加盟,2026-03,41542.33000000001,23577.19000000001,8171.4400000000105,6383.4200000000055,0.567546163154546,0.196701533110926,0.153660615569709,0.780993747823003,0.219006252176996,0.220737739072411,0.129196412430405,79.58300766283527,0.16,0.25,0.6,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,健康,0,正常运营,0,0,非持续亏损
S01113,南京CBD1113店,江苏,南京,新一线,写字楼店,CBD,加盟,2026-05,28597.410000000003,16804.090000000004,6046.090000000004,4620.8499999999985,0.587608807930508,0.211420894409669,0.161582814667482,0.737838146881134,0.262161853118866,0.215983195681007,0.139529069240886,80.78364406779662,0.16,0.25,0.6,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S01148,东莞写字楼1148店,广东,东莞,新一线,写字楼店,写字楼,直营,2026-03,28050.949999999997,14484.649999999996,4127.219999999996,2264.1899999999914,0.516369320825141,0.147132984800871,0.080717052363645,0.765112768016769,0.234887231983231,0.188449232557186,0.145181535741214,83.98488023952095,0.16,0.25,0.6,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,健康,0,正常运营,0,0,非持续亏损
S01117,深圳购物中心1117店,广东,深圳,一线,外卖卫星店,购物中心,加盟,2026-03,39439.26,16133.750000000004,6777.300000000002,4920.270000000004,0.409078415771493,0.171841459500001,0.124755636895824,0.148792091940873,0.851207908059127,0.126493245562924,0.089144674621177,101.38627249357327,0.08,0.13,0.0,3,0.03,全部,TRUE,FALSE,FALSE,FALSE,健康,1,考虑闭店或营收提升,0,0,非持续亏损
S01098,上海交通枢纽1098店,上海,上海,一线,交通店,交通枢纽,直营,2026-05,29766.519999999993,16175.459999999994,-1019.1700000000055,-3292.5800000000127,0.543411188140233,-0.034238802520416,-0.110613534937911,0.726078829503751,0.273921170496249,0.183809528288829,0.358486648758404,90.47574468085104,0.35,0.25,0.85,3,0.03,全部,TRUE,FALSE,TRUE,TRUE,严重亏损,3,启动关店评估,4,1,持续亏损
S00340,北京交通枢纽0340店,北京,北京,一线,快取店,交通枢纽,直营,2026-05,22299.81,12574.440000000002,7949.060000000002,6488.660000000002,0.563881037551441,0.356463126815879,0.290973779597225,0.690639516659559,0.309360483340441,0.101200862249499,0.079797540875909,81.09021818181819,0.1,0.13,0.3,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00391,石家庄购物中心0391店,河北,石家庄,二线,快取店,购物中心,加盟,2026-02,7875.31,4299.41,2492.1099999999997,2132.6000000000004,0.54593533460905,0.316445955778249,0.270795689312548,0.733826350962692,0.266173649037308,0.106460571075932,0.102181374447482,87.50344444444445,0.1,0.13,0.3,3,0.03,全部,TRUE,FALSE,FALSE,FALSE,标杆,1,考虑闭店或营收提升,0,0,非持续亏损
S00352,西安写字楼0352店,陕西,西安,新一线,快取店,写字楼,加盟,2026-05,31276.469999999994,17467.389999999996,11864.119999999995,10434.670000000002,0.558483422202058,0.379330531866288,0.333626844717451,0.700002909535507,0.299997090464493,0.10630803284386,0.050007881324203,117.14033707865167,0.1,0.13,0.3,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00340,北京交通枢纽0340店,北京,北京,一线,快取店,交通枢纽,直营,2026-03,36136.00000000001,17144.900000000005,9923.050000000005,7480.680000000011,0.474454837281381,0.274602889085676,0.207014611467789,0.611672570290015,0.388327429709984,0.096469172016825,0.0888427053354,82.50228310502285,0.1,0.13,0.3,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00295,东莞购物中心0295店,广东,东莞,新一线,外卖卫星店,购物中心,加盟,2026-04,24528.669999999995,10654.149999999994,5970.559999999994,4815.289999999997,0.434354981334088,0.243411485416861,0.196312723029826,0.214280676449233,0.785719323550767,0.094249708606296,0.079560367520946,86.67374558303885,0.08,0.13,0.0,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00306,沈阳社区0306店,辽宁,沈阳,新一线,社区店,社区,加盟,2026-03,36373.38000000001,21335.360000000015,10780.800000000016,9139.200000000012,0.586565229846663,0.296392581607759,0.251260674702214,0.780967289814694,0.219032710185306,0.158937662653292,0.085966715218657,107.2961061946903,0.12,0.18,0.5,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00340,北京交通枢纽0340店,北京,北京,一线,快取店,交通枢纽,直营,2026-02,11191.470000000003,5476.650000000003,3291.840000000003,2570.7500000000036,0.489359306686253,0.294138303547255,0.229706195879541,0.667928341853215,0.332071658146785,0.086512316969978,0.08667047313713,78.262027972028,0.1,0.13,0.3,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00306,沈阳社区0306店,辽宁,沈阳,新一线,社区店,社区,加盟,2026-04,26571.45000000001,13977.990000000013,6933.770000000013,5727.930000000011,0.526052962860514,0.260948122891299,0.215567084220094,0.668440751257458,0.331559248742541,0.141964025297829,0.096998470162524,83.03578125000004,0.12,0.18,0.5,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00306,沈阳社区0306店,辽宁,沈阳,新一线,社区店,社区,加盟,2026-02,7404.83,4229.4400000000005,1917.5000000000005,1602.7399999999998,0.571173139693957,0.25895260255806,0.216445212111554,0.746407412459165,0.253592587540835,0.177107374510961,0.090366693090861,71.20028846153846,0.12,0.18,0.5,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00391,石家庄购物中心0391店,河北,石家庄,二线,快取店,购物中心,加盟,2026-04,33246.91,18759.990000000005,10944.850000000004,9451.240000000005,0.564262663808456,0.329199014284335,0.284274237816387,0.685234507507615,0.314765492492385,0.11091647313991,0.10505728201508,117.89684397163121,0.1,0.13,0.3,3,0.03,全部,TRUE,FALSE,FALSE,FALSE,标杆,1,考虑闭店或营收提升,0,0,非持续亏损
S00391,石家庄购物中心0391店,河北,石家庄,二线,快取店,购物中心,加盟,2026-05,15797.229999999998,7738.109999999998,4274.569999999998,3578.7899999999972,0.489839674423934,0.270589843915674,0.226545413341453,0.556347536878301,0.443652463121699,0.105767276921334,0.095040712833832,94.59419161676645,0.1,0.13,0.3,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00295,东莞购物中心0295店,广东,东莞,新一线,外卖卫星店,购物中心,加盟,2026-03,26068.54999999999,10898.249999999989,4926.839999999988,3665.239999999987,0.418061227034108,0.188995552111644,0.140600071733947,0.15341704851248,0.846582951487521,0.12780265875931,0.081885260208182,88.66853741496595,0.08,0.13,0.0,3,0.03,全部,TRUE,FALSE,FALSE,FALSE,健康,1,考虑闭店或营收提升,0,0,非持续亏损
S00295,东莞购物中心0295店,广东,东莞,新一线,外卖卫星店,购物中心,加盟,2026-02,11331.039999999999,4767.889999999999,2527.0699999999997,2095.959999999999,0.420781322808851,0.223021893842048,0.184975077309761,0.0942146528474,0.9057853471526,0.114541118908767,0.062558247080586,116.81484536082473,0.08,0.13,0.0,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00340,北京交通枢纽0340店,北京,北京,一线,快取店,交通枢纽,直营,2026-04,42865.02,21809.479999999996,12972.929999999995,10233.879999999997,0.508794350265088,0.302646073651663,0.238746651698751,0.627306601046728,0.372693398953272,0.086966248936779,0.095385234860499,98.08929061784896,0.1,0.13,0.3,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00352,西安写字楼0352店,陕西,西安,新一线,快取店,写字楼,加盟,2026-03,37720.19999999999,20659.94999999999,13089.72999999999,11354.409999999989,0.547715812747546,0.347021754921766,0.30101669662409,0.573252527823289,0.426747472176712,0.084179034045419,0.094064983748761,95.25303030303027,0.1,0.13,0.3,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00352,西安写字楼0352店,陕西,西安,新一线,快取店,写字楼,加盟,2026-02,11499.25,5728.889999999999,3413.6899999999996,2900.67,0.498196838924278,0.296861969258865,0.25224862491032,0.637735504489423,0.362264495510577,0.098295106202578,0.079573885253386,82.72841726618705,0.1,0.13,0.3,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00352,西安写字楼0352店,陕西,西安,新一线,快取店,写字楼,加盟,2026-04,31338.710000000006,14243.140000000007,7509.510000000006,6111.320000000007,0.454490309269271,0.239624094291054,0.195008665002484,0.467412666315876,0.532587333684124,0.114079679731552,0.072506813458499,87.05197222222225,0.1,0.13,0.3,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00391,石家庄购物中心0391店,河北,石家庄,二线,快取店,购物中心,加盟,2026-03,32102.309999999998,16086.089999999998,8948.39,7340.1500000000015,0.501088239444451,0.278745984323247,0.22864865487873,0.65157585232963,0.34842414767037,0.088707635058038,0.10334427647107,115.89281588447652,0.1,0.13,0.3,3,0.03,全部,TRUE,FALSE,FALSE,FALSE,标杆,1,考虑闭店或营收提升,0,0,非持续亏损
S00306,沈阳社区0306店,辽宁,沈阳,新一线,社区店,社区,加盟,2026-05,16058.759999999998,9156.949999999999,4951.039999999999,4350.34,0.570215259459634,0.308307739825491,0.270901364738,0.698121772789431,0.301878227210569,0.147142743275321,0.089228558120303,76.83617224880382,0.12,0.18,0.5,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00295,东莞购物中心0295店,广东,东莞,新一线,外卖卫星店,购物中心,加盟,2026-05,19567.099999999995,8067.589999999995,4624.699999999995,3820.0899999999965,0.412303816099473,0.23635081335507,0.195230258955083,0.105601749876068,0.894398250123933,0.094804544362731,0.055339319572139,99.83214285714283,0.08,0.13,0.0,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00661,佛山社区0661店,广东,佛山,新一线,快取店,社区,直营,2026-04,21236.60000000001,11276.86000000001,6394.570000000009,4750.040000000008,0.531010613751731,0.301110818115895,0.223672339263348,0.536382942655604,0.463617057344396,0.098126347908799,0.097485944077677,84.94640000000004,0.1,0.13,0.3,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00657,武汉购物中心0657店,湖北,武汉,新一线,商场店,购物中心,加盟,2026-04,42282.390000000014,23760.48000000001,3517.640000000012,1338.4400000000096,0.56194742066378,0.083193972715355,0.031654785834008,0.787077788176118,0.212922211823882,0.196525078170841,0.252778047787743,99.02199063231853,0.28,0.22,0.6,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,关注,0,正常运营,0,0,非持续亏损
S00608,东莞社区0608店,广东,东莞,新一线,社区店,社区,直营,2026-05,18584.210000000003,9523.950000000003,3934.2800000000025,2794.850000000004,0.512475375601115,0.211700147598418,0.15038842113816,0.716995772217382,0.283004227782618,0.173148603034512,0.101059985869725,87.66136792452832,0.12,0.18,0.5,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00666,中山社区0666店,广东,中山,二线,社区店,社区,直营,2026-05,10382.599999999997,5829.419999999996,2439.4199999999964,1764.6399999999958,0.561460520486198,0.234952709340627,0.169961281374607,0.665902567757595,0.334097432242406,0.17903319014505,0.109430200527806,66.55512820512818,0.12,0.18,0.5,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00657,武汉购物中心0657店,湖北,武汉,新一线,商场店,购物中心,加盟,2026-02,15868.960000000001,8329.43,271.96000000000095,-387.2699999999968,0.524888209435275,0.017137859065749,-0.02440424577288,0.688134572145875,0.311865427854125,0.219990471965397,0.259483293171071,104.40105263157895,0.28,0.22,0.6,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,微利,0,正常运营,0,0,非持续亏损
S00666,中山社区0666店,广东,中山,二线,社区店,社区,直营,2026-02,7027.29,4005.43,1870.12,1430.8200000000006,0.569982169513426,0.266122502415583,0.203609072629705,0.860054160280848,0.139945839719152,0.175031911305781,0.104010223002039,92.46434210526316,0.12,0.18,0.5,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00608,东莞社区0608店,广东,东莞,新一线,社区店,社区,直营,2026-03,32379.450000000008,17437.40000000001,7281.1000000000095,4800.190000000006,0.538532927520387,0.224867933210725,0.14824804003774,0.68339394276308,0.31660605723692,0.147222698347254,0.123386283584187,100.24597523219816,0.12,0.18,0.5,3,0.03,全部,TRUE,FALSE,FALSE,FALSE,标杆,1,考虑闭店或营收提升,0,0,非持续亏损
S00657,武汉购物中心0657店,湖北,武汉,新一线,商场店,购物中心,加盟,2026-05,34109.23000000001,19108.26000000001,2806.370000000008,1268.280000000006,0.560207896806817,0.082275970463127,0.037182897415157,0.671738118978352,0.328261881021647,0.186115605658644,0.262224037306031,115.6245084745763,0.28,0.22,0.6,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,关注,0,正常运营,0,0,非持续亏损
S00661,佛山社区0661店,广东,佛山,新一线,快取店,社区,直营,2026-05,13962.900000000001,7733.310000000001,4376.450000000002,3335.4400000000023,0.553846980211847,0.31343417198433,0.238878742954544,0.665462762033675,0.334537237966325,0.103201340695701,0.106283794913664,84.62363636363638,0.1,0.13,0.3,3,0.03,全部,TRUE,FALSE,FALSE,FALSE,标杆,1,考虑闭店或营收提升,0,0,非持续亏损
S00666,中山社区0666店,广东,中山,二线,社区店,社区,直营,2026-03,24134.510000000002,13133.430000000002,5795.180000000002,3970.899999999998,0.544176368196413,0.240120060444567,0.16453203317573,0.732050909672498,0.267949090327502,0.17645396571134,0.098339680399561,100.1431950207469,0.12,0.18,0.5,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00608,东莞社区0608店,广东,东莞,新一线,社区店,社区,直营,2026-02,7976.320000000001,4116.890000000001,1749.960000000001,1218.1500000000005,0.516139021503651,0.21939440744604,0.152720803578593,0.580387948327048,0.419612051672952,0.173844579956672,0.097082363796839,74.54504672897197,0.12,0.18,0.5,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00682,南昌社区0682店,江西,南昌,二线,社区店,社区,直营,2026-02,4834.540000000001,2563.330000000001,1210.6100000000008,846.7700000000013,0.530211767820723,0.250408518700849,0.175150065983527,0.712886851696335,0.287113148303665,0.153735412262594,0.102266192853922,63.61236842105264,0.12,0.18,0.5,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00608,东莞社区0608店,广东,东莞,新一线,社区店,社区,直营,2026-04,27431.33000000001,13419.99000000001,6235.8200000000115,4502.550000000007,0.489221266340349,0.227324741454388,0.164138960815972,0.670947416694706,0.329052583305294,0.141127681377461,0.095044607753251,89.06275974025976,0.12,0.18,0.5,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00682,南昌社区0682店,江西,南昌,二线,社区店,社区,直营,2026-05,10845.38,5923.169999999999,2437.559999999999,1732.8500000000004,0.546146838561673,0.22475561022297,0.159777711799863,0.729468215959238,0.270531784040762,0.169497979784941,0.128989486767637,73.77809523809523,0.12,0.18,0.5,3,0.03,全部,TRUE,FALSE,FALSE,FALSE,标杆,1,考虑闭店或营收提升,0,0,非持续亏损
S00661,佛山社区0661店,广东,佛山,新一线,快取店,社区,直营,2026-02,5701.58,3052.92,2022.7499999999998,1615.7000000000003,0.535451576580527,0.354770081275717,0.283377590071524,0.608155984832275,0.391844015167725,0.093695081012632,0.065381876602626,65.53540229885057,0.1,0.13,0.3,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00666,中山社区0666店,广东,中山,二线,社区店,社区,直营,2026-04,18744.499999999996,9923.909999999996,4975.8799999999965,3518.429999999995,0.52943049961322,0.265458134386086,0.18770466003361,0.632223852330017,0.367776147669983,0.131296647016458,0.088320840779962,83.30888888888887,0.12,0.18,0.5,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00682,南昌社区0682店,江西,南昌,二线,社区店,社区,直营,2026-04,23867.38,12808.510000000002,5962.260000000003,4519.420000000002,0.536653373767879,0.249807896803084,0.189355513675988,0.694253411979027,0.305746588020973,0.138063750608571,0.113214353649207,107.99719457013575,0.12,0.18,0.5,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00682,南昌社区0682店,江西,南昌,二线,社区店,社区,直营,2026-03,19370.499999999996,11215.519999999997,5494.459999999997,4097.409999999996,0.579000025812447,0.283650912469993,0.211528354972768,0.828506233705893,0.171493766294107,0.144751555199917,0.124826411295527,90.09534883720929,0.12,0.18,0.5,3,0.03,全部,TRUE,FALSE,FALSE,FALSE,标杆,1,考虑闭店或营收提升,0,0,非持续亏损
S00657,武汉购物中心0657店,湖北,武汉,新一线,商场店,购物中心,加盟,2026-03,42267.13,22134.29,1820.4400000000005,-206.04999999999563,0.523676199448602,0.043069874864936,-0.004874946560128,0.684213477470555,0.315786522529445,0.182980959435855,0.271420605089581,94.34627232142857,0.28,0.22,0.6,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,微利,0,正常运营,0,0,非持续亏损
S00661,佛山社区0661店,广东,佛山,新一线,快取店,社区,直营,2026-03,19663.329999999994,10186.169999999995,5878.169999999995,4480.539999999994,0.518028736739911,0.298940718586323,0.227862727218635,0.622190646243541,0.377809353756459,0.116300240091582,0.072324982594505,75.62819230769229,0.1,0.13,0.3,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00412,大连购物中心0412店,辽宁,大连,二线,商场店,购物中心,直营,2026-02,11309.49,6301.969999999999,1159.7399999999993,397.029999999997,0.557228486872529,0.102545738136733,0.035105915474526,0.775596423888257,0.224403576111743,0.186898790307963,0.226082696920904,96.66230769230769,0.28,0.22,0.6,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,关注,0,正常运营,0,0,非持续亏损
S00501,重庆社区0501店,重庆,重庆,新一线,社区店,社区,加盟,2026-02,10001.439999999999,5312.659999999998,2832.6699999999983,2385.0599999999977,0.531189508710746,0.283226215424979,0.238471660080948,0.76878229534947,0.23121770465053,0.132456926202627,0.088845206290294,90.92218181818181,0.12,0.18,0.5,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
