门店ID,门店名称,省份,城市,城市层级,店型,门店类型,商圈,品牌线,直营加盟类型,是否90天内新店,新店标签,业务日期,订单数,销售额,原价销售额,折扣金额合计,商品件数合计,会员订单数,到店销售额,外卖销售额,到店订单数,外卖订单数,去重会员数,平均客单价,会员订单占比,折扣率,到店占比,外卖占比,平均件数
S00335,泉州购物中心0335店,福建,泉州,二线,快取店,快取店,购物中心,主品牌,直营,FALSE,非新店,2026-03-22,10,614.6,665.0,50.400000000000006,23,6,326.07,288.53,6,4,6,61.46,0.6,0.075789473684211,0.6,0.4,2.3
S00335,泉州购物中心0335店,福建,泉州,二线,快取店,快取店,购物中心,主品牌,直营,FALSE,非新店,2026-04-20,11,1810.73,1850.0,39.27,22,5,1494.0,316.73,5,6,5,164.6118181818182,0.454545454545455,0.021227027027027,0.454545454545454,0.545454545454546,2.0
S00335,泉州购物中心0335店,福建,泉州,二线,快取店,快取店,购物中心,主品牌,直营,FALSE,非新店,2026-04-30,9,746.35,800.0,53.65,25,4,354.0,392.35,5,4,4,82.92777777777778,0.444444444444444,0.0670625,0.555555555555556,0.444444444444444,2.777777777777778
S00336,哈尔滨写字楼0336店,黑龙江,哈尔滨,二线,标准店,写字楼店,写字楼,主品牌,直营,FALSE,非新店,2026-03-18,11,1853.29,1869.0,15.71,21,6,457.0,1396.29,9,2,6,168.48090909090908,0.545454545454545,0.00840556447298,0.818181818181818,0.181818181818182,1.909090909090909
S00336,哈尔滨写字楼0336店,黑龙江,哈尔滨,二线,标准店,写字楼店,写字楼,主品牌,直营,FALSE,非新店,2026-03-22,10,779.34,812.0,32.66,22,4,499.34000000000003,280.0,4,6,4,77.934,0.4,0.040221674876847,0.4,0.6,2.2
S00336,哈尔滨写字楼0336店,黑龙江,哈尔滨,二线,标准店,写字楼店,写字楼,主品牌,直营,FALSE,非新店,2026-05-08,11,570.95,599.0,28.049999999999997,22,8,472.95,98.0,10,1,8,51.904545454545456,0.727272727272727,0.046828046744574,0.909090909090909,0.090909090909091,2.0
S00337,温州购物中心0337店,浙江,温州,二线,标准店,商场店,购物中心,主品牌,直营,FALSE,非新店,2026-03-28,12,1995.96,2020.0,24.04,25,4,1675.96,320.0,7,5,4,166.33,0.333333333333333,0.01190099009901,0.583333333333333,0.416666666666667,2.083333333333333
S00338,南昌CBD0338店,江西,南昌,二线,标准店,写字楼店,CBD,主品牌,加盟,FALSE,非新店,2026-03-22,13,699.3199999999999,754.0,54.67999999999999,30,7,548.54,150.78,10,3,7,53.79384615384615,0.538461538461538,0.072519893899204,0.769230769230769,0.230769230769231,2.307692307692307
S00339,青岛购物中心0339店,山东,青岛,新一线,快取店,快取店,购物中心,主品牌,加盟,FALSE,非新店,2026-04-17,9,700.07,712.0,11.93,20,4,450.07,250.0,5,4,4,77.78555555555556,0.444444444444444,0.016755617977528,0.555555555555556,0.444444444444444,2.222222222222222
S00339,青岛购物中心0339店,山东,青岛,新一线,快取店,快取店,购物中心,主品牌,加盟,FALSE,非新店,2026-05-18,12,1963.12,2026.0,62.88,26,8,447.5,1515.62,8,4,8,163.59333333333333,0.666666666666667,0.031036525172754,0.666666666666667,0.333333333333333,2.166666666666667
S00340,北京交通枢纽0340店,北京,北京,一线,快取店,快取店,交通枢纽,主品牌,直营,FALSE,非新店,2026-02-23,15,651.6800000000001,692.0,40.32,21,4,368.73,282.95000000000005,8,7,4,43.44533333333334,0.266666666666667,0.058265895953757,0.533333333333333,0.466666666666667,1.4
S00340,北京交通枢纽0340店,北京,北京,一线,快取店,快取店,交通枢纽,主品牌,直营,FALSE,非新店,2026-04-17,14,2490.5,3492.0,1001.5,24,11,2167.35,323.15,7,7,11,177.89285714285714,0.785714285714286,0.286798396334479,0.5,0.5,1.714285714285714
S00340,北京交通枢纽0340店,北京,北京,一线,快取店,快取店,交通枢纽,主品牌,直营,FALSE,非新店,2026-04-22,13,583.6099999999999,647.0,63.39,21,11,471.27000000000004,112.34,10,3,11,44.89307692307692,0.846153846153846,0.097975270479134,0.769230769230769,0.230769230769231,1.615384615384615
S00341,成都购物中心0341店,四川,成都,新一线,标准店,商场店,购物中心,主品牌,加盟,FALSE,非新店,2026-04-30,16,1220.53,1271.0,50.47,43,8,727.13,493.4,9,7,8,76.283125,0.5,0.039708890637293,0.5625,0.4375,2.6875
S00342,成都CBD0342店,四川,成都,新一线,快取店,快取店,CBD,主品牌,直营,FALSE,非新店,2026-03-24,9,628.96,656.0,27.04,21,5,400.0,228.95999999999998,5,4,5,69.88444444444445,0.555555555555556,0.041219512195122,0.555555555555556,0.444444444444444,2.333333333333333
S00342,成都CBD0342店,四川,成都,新一线,快取店,快取店,CBD,主品牌,直营,FALSE,非新店,2026-04-16,12,673.36,719.0,45.64,23,6,599.39,73.97,9,3,6,56.11333333333334,0.5,0.063477051460362,0.75,0.25,1.916666666666667
S00343,大连写字楼0343店,辽宁,大连,二线,外卖店,外卖卫星店,写字楼,主品牌,加盟,FALSE,非新店,2026-03-19,6,342.0,342.0,0.0,12,2,52.0,290.0,1,5,2,57.0,0.333333333333333,0.0,0.166666666666667,0.833333333333333,2.0
S00343,大连写字楼0343店,辽宁,大连,二线,外卖店,外卖卫星店,写字楼,主品牌,加盟,FALSE,非新店,2026-03-24,6,672.0,672.0,0.0,15,5,76.0,596.0,2,4,5,112.0,0.833333333333333,0.0,0.333333333333333,0.666666666666667,2.5
S00343,大连写字楼0343店,辽宁,大连,二线,外卖店,外卖卫星店,写字楼,主品牌,加盟,FALSE,非新店,2026-04-24,8,517.03,611.0,93.97,20,7,165.35,351.68,3,5,7,64.62875,0.875,0.15379705400982,0.375,0.625,2.5
S00343,大连写字楼0343店,辽宁,大连,二线,外卖店,外卖卫星店,写字楼,主品牌,加盟,FALSE,非新店,2026-05-17,9,591.8599999999999,621.0,29.14,19,6,66.28,525.5799999999999,2,7,6,65.7622222222222,0.666666666666667,0.046924315619968,0.222222222222222,0.777777777777778,2.111111111111111
S00344,无锡CBD0344店,江苏,无锡,二线,标准店,写字楼店,CBD,主品牌,加盟,FALSE,非新店,2026-03-25,13,585.56,646.0,60.440000000000005,22,4,429.12,156.44,8,5,4,45.04307692307692,0.307692307692308,0.093560371517028,0.615384615384615,0.384615384615385,1.692307692307692
S00344,无锡CBD0344店,江苏,无锡,二线,标准店,写字楼店,CBD,主品牌,加盟,FALSE,非新店,2026-04-22,11,699.2900000000001,765.0,65.71000000000001,25,7,541.3299999999999,157.95999999999998,7,4,7,63.57181818181819,0.636363636363636,0.085895424836601,0.636363636363636,0.363636363636364,2.272727272727272
S00344,无锡CBD0344店,江苏,无锡,二线,标准店,写字楼店,CBD,主品牌,加盟,FALSE,非新店,2026-05-13,15,951.26,1004.0,52.739999999999995,31,8,767.45,183.81,11,4,8,63.41733333333333,0.533333333333333,0.052529880478088,0.733333333333333,0.266666666666667,2.066666666666667
S00345,杭州CBD0345店,浙江,杭州,新一线,快取店,快取店,CBD,主品牌,加盟,FALSE,非新店,2026-04-26,13,845.79,920.0,74.21000000000001,31,9,465.0,380.79,7,6,9,65.06076923076922,0.692307692307692,0.080663043478261,0.538461538461539,0.461538461538462,2.384615384615385
S00346,贵阳校园0346店,贵州,贵阳,二线,快取店,快取店,校园,主品牌,加盟,FALSE,非新店,2026-04-10,6,318.29,360.0,41.709999999999994,13,3,163.99,154.3,2,4,3,53.04833333333334,0.5,0.115861111111111,0.333333333333333,0.666666666666667,2.166666666666667
S00347,济南写字楼0347店,山东,济南,二线,标准店,写字楼店,写字楼,主品牌,加盟,FALSE,非新店,2026-04-16,12,818.05,903.0,84.95,29,7,542.05,276.0,8,4,7,68.17083333333333,0.583333333333333,0.094075304540421,0.666666666666667,0.333333333333333,2.416666666666667
S00348,北京社区0348店,北京,北京,一线,标准店,社区店,社区,主品牌,直营,FALSE,非新店,2026-03-31,12,926.55,980.0,53.45,29,6,514.35,412.2,7,5,6,77.21249999999999,0.5,0.054540816326531,0.583333333333333,0.416666666666667,2.416666666666667
S00348,北京社区0348店,北京,北京,一线,标准店,社区店,社区,主品牌,直营,FALSE,非新店,2026-04-29,13,803.92,873.0,69.08,29,7,527.92,276.0,9,4,7,61.839999999999996,0.538461538461538,0.079129438717068,0.692307692307692,0.307692307692308,2.230769230769231
S00350,泉州街边店0350店,福建,泉州,二线,快取店,快取店,街边店,主品牌,直营,FALSE,非新店,2026-03-11,7,369.31,394.0,24.69,12,5,122.0,247.31,4,3,5,52.75857142857143,0.714285714285714,0.062664974619289,0.571428571428571,0.428571428571429,1.714285714285714
S00350,泉州街边店0350店,福建,泉州,二线,快取店,快取店,街边店,主品牌,直营,FALSE,非新店,2026-04-10,6,479.54,518.0,38.46,18,5,329.29,150.25,4,2,5,79.92333333333333,0.833333333333333,0.074247104247104,0.666666666666667,0.333333333333333,3.0
S00350,泉州街边店0350店,福建,泉州,二线,快取店,快取店,街边店,主品牌,直营,FALSE,非新店,2026-05-03,7,1331.1499999999999,1646.0,314.85,14,5,1073.8799999999999,257.27,3,4,5,190.16428571428568,0.714285714285714,0.191281895504253,0.428571428571429,0.571428571428571,2.0
S00350,泉州街边店0350店,福建,泉州,二线,快取店,快取店,街边店,主品牌,直营,FALSE,非新店,2026-05-17,9,761.6200000000001,800.0,38.38,23,4,610.0,151.62,5,4,4,84.62444444444446,0.444444444444444,0.047975,0.555555555555556,0.444444444444444,2.555555555555556
S00351,深圳交通枢纽0351店,广东,深圳,一线,标准店,交通店,交通枢纽,主品牌,直营,FALSE,非新店,2026-03-25,16,1214.5,1321.0,106.50000000000001,43,13,1073.52,140.98,14,2,13,75.90625,0.8125,0.080620741862226,0.875,0.125,2.6875
S00351,深圳交通枢纽0351店,广东,深圳,一线,标准店,交通店,交通枢纽,主品牌,直营,FALSE,非新店,2026-05-19,18,1680.21,1798.0,117.78999999999999,47,11,1102.21,578.0,13,5,11,93.345,0.611111111111111,0.065511679644049,0.722222222222222,0.277777777777778,2.611111111111111
S00352,西安写字楼0352店,陕西,西安,新一线,快取店,快取店,写字楼,主品牌,加盟,FALSE,非新店,2026-03-24,12,658.74,674.0,15.26,23,6,364.0,294.74,8,4,6,54.895,0.5,0.022640949554896,0.666666666666667,0.333333333333333,1.916666666666667
S00352,西安写字楼0352店,陕西,西安,新一线,快取店,快取店,写字楼,主品牌,加盟,FALSE,非新店,2026-04-01,10,1951.76,2021.0,69.24000000000001,23,5,1761.65,190.11,7,3,5,195.176,0.5,0.034260267194458,0.7,0.3,2.3
S00352,西安写字楼0352店,陕西,西安,新一线,快取店,快取店,写字楼,主品牌,加盟,FALSE,非新店,2026-04-21,15,2276.4,2493.0,216.6,35,9,942.4,1334.0,14,1,9,151.76000000000002,0.6,0.086883273164862,0.933333333333333,0.066666666666667,2.333333333333333
S00352,西安写字楼0352店,陕西,西安,新一线,快取店,快取店,写字楼,主品牌,加盟,FALSE,非新店,2026-05-05,12,1235.2599999999998,1388.0,152.73999999999998,28,8,680.64,554.62,7,5,8,102.93833333333332,0.666666666666667,0.110043227665706,0.583333333333333,0.416666666666667,2.333333333333333
S00353,南京CBD0353店,江苏,南京,新一线,快取店,快取店,CBD,主品牌,加盟,FALSE,非新店,2026-04-13,14,2152.5,2198.0,45.5,33,8,1771.02,381.48,8,6,8,153.75,0.571428571428571,0.020700636942675,0.571428571428571,0.428571428571429,2.357142857142857
S00353,南京CBD0353店,江苏,南京,新一线,快取店,快取店,CBD,主品牌,加盟,FALSE,非新店,2026-04-14,14,1057.4099999999999,1123.0,65.59,38,8,773.0699999999999,284.34000000000003,9,5,8,75.5292857142857,0.571428571428571,0.058406055209261,0.642857142857143,0.357142857142857,2.714285714285714
S00354,西安写字楼0354店,陕西,西安,新一线,校园店,学校店,写字楼,子品牌-便利,直营,FALSE,非新店,2026-03-27,10,613.36,624.0,10.64,22,5,533.36,80.0,9,1,5,61.336,0.5,0.017051282051282,0.9,0.1,2.2
S00354,西安写字楼0354店,陕西,西安,新一线,校园店,学校店,写字楼,子品牌-便利,直营,FALSE,非新店,2026-05-12,15,2736.29,3622.0,885.71,31,10,2418.7400000000002,317.55,9,6,10,182.41933333333333,0.666666666666667,0.244536167863059,0.6,0.4,2.066666666666667
S00355,西安写字楼0355店,陕西,西安,新一线,外卖店,外卖卫星店,写字楼,子品牌-便利,直营,FALSE,非新店,2026-04-13,11,674.8,726.0,51.2,23,7,206.0,468.8,2,9,7,61.345454545454544,0.636363636363636,0.070523415977961,0.181818181818182,0.818181818181818,2.090909090909091
S00355,西安写字楼0355店,陕西,西安,新一线,外卖店,外卖卫星店,写字楼,子品牌-便利,直营,FALSE,非新店,2026-04-16,10,1509.9799999999998,1907.0,397.02,23,5,122.0,1387.9799999999998,2,8,5,150.998,0.5,0.208190875721028,0.2,0.8,2.3
S00355,西安写字楼0355店,陕西,西安,新一线,外卖店,外卖卫星店,写字楼,子品牌-便利,直营,FALSE,非新店,2026-05-09,10,706.78,746.0,39.220000000000006,24,8,270.0,436.78,3,7,8,70.678,0.8,0.052573726541555,0.3,0.7,2.4
S00355,西安写字楼0355店,陕西,西安,新一线,外卖店,外卖卫星店,写字楼,子品牌-便利,直营,FALSE,非新店,2026-05-14,10,709.36,714.0,4.64,21,7,88.0,621.36,1,9,7,70.936,0.7,0.006498599439776,0.1,0.9,2.1
S00355,西安写字楼0355店,陕西,西安,新一线,外卖店,外卖卫星店,写字楼,子品牌-便利,直营,FALSE,非新店,2026-05-17,11,3421.58,3455.0,33.42,30,6,140.0,3281.58,2,9,6,311.0527272727273,0.545454545454545,0.009672937771346,0.181818181818182,0.818181818181818,2.727272727272728
S00356,南宁写字楼0356店,广西,南宁,二线,快取店,快取店,写字楼,子品牌-精品,直营,FALSE,非新店,2026-03-23,11,620.5899999999999,654.0,33.41,22,5,94.7,525.89,2,9,5,56.41727272727272,0.454545454545455,0.051085626911315,0.181818181818182,0.818181818181818,2.0
S00356,南宁写字楼0356店,广西,南宁,二线,快取店,快取店,写字楼,子品牌-精品,直营,FALSE,非新店,2026-04-02,8,1731.11,1778.0,46.89,17,4,377.11,1354.0,5,3,4,216.38875,0.5,0.026372328458943,0.625,0.375,2.125
S00356,南宁写字楼0356店,广西,南宁,二线,快取店,快取店,写字楼,子品牌-精品,直营,FALSE,非新店,2026-05-19,10,540.78,634.0,93.22,18,9,186.26,354.52000000000004,4,6,9,54.077999999999996,0.9,0.147034700315457,0.4,0.6,1.8
S00357,青岛购物中心0357店,山东,青岛,新一线,快取店,快取店,购物中心,子品牌-精品,直营,FALSE,非新店,2026-04-09,13,1114.77,1168.0,53.230000000000004,35,7,892.65,222.12,9,4,7,85.75153846153846,0.538461538461538,0.045573630136986,0.692307692307692,0.307692307692308,2.692307692307693
S00357,青岛购物中心0357店,山东,青岛,新一线,快取店,快取店,购物中心,子品牌-精品,直营,FALSE,非新店,2026-04-19,12,688.95,707.0,18.05,22,6,505.95,183.0,9,3,6,57.4125,0.5,0.025530410183876,0.75,0.25,1.833333333333333
S00357,青岛购物中心0357店,山东,青岛,新一线,快取店,快取店,购物中心,子品牌-精品,直营,FALSE,非新店,2026-04-30,13,916.54,928.0,11.46,32,8,570.54,346.0,9,4,8,70.50307692307692,0.615384615384615,0.012349137931034,0.692307692307692,0.307692307692308,2.461538461538462
S00358,深圳购物中心0358店,广东,深圳,一线,标准店,商场店,购物中心,主品牌,直营,FALSE,非新店,2026-03-25,24,1971.64,2032.0,60.36,57,12,1665.3,306.34000000000003,19,5,12,82.15166666666667,0.5,0.029704724409449,0.791666666666667,0.208333333333333,2.375
S00358,深圳购物中心0358店,广东,深圳,一线,标准店,商场店,购物中心,主品牌,直营,FALSE,非新店,2026-05-04,18,1230.25,1355.0,124.75000000000001,46,13,881.1,349.15,14,4,13,68.34722222222223,0.722222222222222,0.092066420664207,0.777777777777778,0.222222222222222,2.555555555555556
S00358,深圳购物中心0358店,广东,深圳,一线,标准店,商场店,购物中心,主品牌,直营,FALSE,非新店,2026-05-05,24,1552.78,1653.0,100.22,59,16,1119.9699999999998,432.81,17,7,16,64.69916666666667,0.666666666666667,0.060629159104658,0.708333333333333,0.291666666666667,2.458333333333333
S00359,青岛写字楼0359店,山东,青岛,新一线,标准店,写字楼店,写字楼,主品牌,加盟,FALSE,非新店,2026-03-21,15,901.21,960.0,58.79,30,7,632.13,269.08,11,4,7,60.080666666666666,0.466666666666667,0.061239583333333,0.733333333333333,0.266666666666667,2.0
S00359,青岛写字楼0359店,山东,青岛,新一线,标准店,写字楼店,写字楼,主品牌,加盟,FALSE,非新店,2026-04-11,17,1237.3500000000001,1298.0,60.65,40,11,1066.98,170.37,15,2,11,72.78529411764707,0.647058823529412,0.046725731895223,0.882352941176471,0.117647058823529,2.352941176470588
S00359,青岛写字楼0359店,山东,青岛,新一线,标准店,写字楼店,写字楼,主品牌,加盟,FALSE,非新店,2026-04-20,19,2508.0800000000004,2540.0,31.92,38,10,2075.3599999999997,432.72,13,6,10,132.0042105263158,0.526315789473684,0.012566929133858,0.684210526315789,0.315789473684211,2.0
S00359,青岛写字楼0359店,山东,青岛,新一线,标准店,写字楼店,写字楼,主品牌,加盟,FALSE,非新店,2026-05-01,13,876.37,992.0,115.63,23,6,709.7,166.67000000000002,9,4,6,67.41307692307693,0.461538461538462,0.1165625,0.692307692307692,0.307692307692308,1.769230769230769
S00359,青岛写字楼0359店,山东,青岛,新一线,标准店,写字楼店,写字楼,主品牌,加盟,FALSE,非新店,2026-05-08,15,3272.1000000000004,3756.0,483.9000000000001,38,10,2152.32,1119.78,11,4,10,218.14000000000001,0.666666666666667,0.128833865814696,0.733333333333333,0.266666666666667,2.533333333333333
S00360,青岛社区0360店,山东,青岛,新一线,标准店,社区店,社区,子品牌-便利,直营,FALSE,非新店,2026-03-25,10,552.8,626.0,73.2,19,2,448.84000000000003,103.96,9,1,2,55.279999999999994,0.2,0.116932907348243,0.9,0.1,1.9
S00360,青岛社区0360店,山东,青岛,新一线,标准店,社区店,社区,子品牌-便利,直营,FALSE,非新店,2026-04-01,9,526.69,552.0,25.310000000000002,19,5,314.4,212.29,5,4,5,58.52111111111112,0.555555555555556,0.045851449275362,0.555555555555556,0.444444444444444,2.111111111111111
S00361,佛山社区0361店,广东,佛山,新一线,外卖店,外卖卫星店,社区,主品牌,直营,FALSE,非新店,2026-04-08,7,730.1,749.0,18.9,14,4,109.1,621.0,1,6,4,104.3,0.571428571428571,0.025233644859813,0.142857142857143,0.857142857142857,2.0
S00361,佛山社区0361店,广东,佛山,新一线,外卖店,外卖卫星店,社区,主品牌,直营,FALSE,非新店,2026-05-19,6,514.41,538.0,23.59,16,2,0.0,514.41,0,6,2,85.735,0.333333333333333,0.043847583643123,0.0,1.0,2.666666666666667
S00362,唐山写字楼0362店,河北,唐山,三线,快取店,快取店,写字楼,主品牌,直营,FALSE,非新店,2026-03-20,10,771.97,784.0,12.03,23,7,505.97,266.0,8,2,7,77.197,0.7,0.015344387755102,0.8,0.2,2.3
S00362,唐山写字楼0362店,河北,唐山,三线,快取店,快取店,写字楼,主品牌,直营,FALSE,非新店,2026-04-03,7,537.17,555.0,17.83,20,4,417.0,120.17,5,2,4,76.73857142857142,0.571428571428571,0.032126126126126,0.714285714285714,0.285714285714286,2.857142857142857
S00362,唐山写字楼0362店,河北,唐山,三线,快取店,快取店,写字楼,主品牌,直营,FALSE,非新店,2026-05-14,9,544.98,582.0,37.019999999999996,18,8,320.04,224.94,4,5,8,60.553333333333335,0.888888888888889,0.06360824742268,0.444444444444444,0.555555555555556,2.0
S00362,唐山写字楼0362店,河北,唐山,三线,快取店,快取店,写字楼,主品牌,直营,FALSE,非新店,2026-05-17,9,723.02,769.0,45.98,21,7,671.02,52.0,8,1,7,80.33555555555556,0.777777777777778,0.059791937581274,0.888888888888889,0.111111111111111,2.333333333333333
S00363,兰州校园0363店,甘肃,兰州,三线,标准店,学校店,校园,主品牌,直营,FALSE,非新店,2026-03-21,6,417.46,426.0,8.54,14,3,283.46,134.0,4,2,3,69.57666666666667,0.5,0.020046948356808,0.666666666666667,0.333333333333333,2.333333333333333
S00363,兰州校园0363店,甘肃,兰州,三线,标准店,学校店,校园,主品牌,直营,FALSE,非新店,2026-03-22,5,576.5699999999999,604.0,27.43,20,2,336.0,240.57,3,2,2,115.314,0.4,0.045413907284768,0.6,0.4,4.0
S00363,兰州校园0363店,甘肃,兰州,三线,标准店,学校店,校园,主品牌,直营,FALSE,非新店,2026-04-12,7,594.62,640.0,45.38,22,7,594.62,0.0,7,0,7,84.94571428571429,1.0,0.07090625,1.0,0.0,3.142857142857143
S00363,兰州校园0363店,甘肃,兰州,三线,标准店,学校店,校园,主品牌,直营,FALSE,非新店,2026-04-13,4,432.91999999999996,450.0,17.08,13,4,432.91999999999996,0.0,4,0,4,108.22999999999999,1.0,0.037955555555556,1.0,0.0,3.25
S00364,珠海CBD0364店,广东,珠海,二线,标准店,写字楼店,CBD,主品牌,加盟,FALSE,非新店,2026-04-21,10,694.97,736.0,41.03,24,5,532.35,162.62,7,3,5,69.497,0.5,0.055747282608696,0.7,0.3,2.4
S00364,珠海CBD0364店,广东,珠海,二线,标准店,写字楼店,CBD,主品牌,加盟,FALSE,非新店,2026-04-30,12,2340.5,2383.0,42.5,31,7,763.36,1577.14,7,5,7,195.04166666666666,0.583333333333333,0.017834662190516,0.583333333333333,0.416666666666667,2.583333333333333
S00366,上海写字楼0366店,上海,上海,一线,校园店,学校店,写字楼,主品牌,加盟,FALSE,非新店,2026-03-16,17,882.0600000000001,959.0,76.94,33,8,498.59000000000003,383.47,11,6,8,51.88588235294118,0.470588235294118,0.080229405630865,0.647058823529412,0.352941176470588,1.941176470588235
S00366,上海写字楼0366店,上海,上海,一线,校园店,学校店,写字楼,主品牌,加盟,FALSE,非新店,2026-04-12,21,1310.67,1394.0,83.33,45,8,1248.67,62.0,19,2,8,62.41285714285715,0.380952380952381,0.059777618364419,0.904761904761905,0.095238095238095,2.142857142857143
S00366,上海写字楼0366店,上海,上海,一线,校园店,学校店,写字楼,主品牌,加盟,FALSE,非新店,2026-05-02,19,1048.97,1114.0,65.03,38,13,725.74,323.23,14,5,13,55.20894736842106,0.684210526315789,0.058375224416517,0.736842105263158,0.263157894736842,2.0
S00367,天津校园0367店,天津,天津,新一线,标准店,学校店,校园,主品牌,加盟,FALSE,非新店,2026-03-30,10,571.28,621.0,49.72,21,4,448.67,122.61,8,2,4,57.128,0.4,0.080064412238325,0.8,0.2,2.1
S00367,天津校园0367店,天津,天津,新一线,标准店,学校店,校园,主品牌,加盟,FALSE,非新店,2026-04-17,13,891.5,905.0,13.5,32,6,531.5,360.0,9,4,6,68.57692307692308,0.461538461538462,0.014917127071823,0.692307692307692,0.307692307692308,2.461538461538462
S00367,天津校园0367店,天津,天津,新一线,标准店,学校店,校园,主品牌,加盟,FALSE,非新店,2026-05-02,10,634.85,704.0,69.15,23,6,519.47,115.38,8,2,6,63.485,0.6,0.098224431818182,0.8,0.2,2.3
S00367,天津校园0367店,天津,天津,新一线,标准店,学校店,校园,主品牌,加盟,FALSE,非新店,2026-05-03,11,2347.5299999999997,2478.0,130.47,32,9,2096.6,250.93,7,4,9,213.41181818181815,0.818181818181818,0.052651331719128,0.636363636363636,0.363636363636364,2.909090909090909
S00368,上海CBD0368店,上海,上海,一线,快取店,快取店,CBD,主品牌,直营,FALSE,非新店,2026-05-18,13,2085.93,2412.0,326.07,27,9,426.27,1659.66,7,6,9,160.45615384615382,0.692307692307692,0.135186567164179,0.538461538461539,0.461538461538462,2.076923076923077
S00370,泉州CBD0370店,福建,泉州,二线,快取店,快取店,CBD,主品牌,直营,FALSE,非新店,2026-04-22,9,671.26,727.0,55.739999999999995,24,7,320.99,350.27,4,5,7,74.58444444444444,0.777777777777778,0.076671251719395,0.444444444444444,0.555555555555556,2.666666666666667
S00370,泉州CBD0370店,福建,泉州,二线,快取店,快取店,CBD,主品牌,直营,FALSE,非新店,2026-05-04,11,855.9200000000001,976.0,120.08,24,8,659.9200000000001,196.0,8,3,8,77.81090909090909,0.727272727272727,0.123032786885246,0.727272727272727,0.272727272727273,2.181818181818182
S00371,兰州写字楼0371店,甘肃,兰州,三线,标准店,写字楼店,写字楼,主品牌,直营,FALSE,非新店,2026-03-13,7,417.33000000000004,456.0,38.67,14,2,300.73,116.6,5,2,2,59.618571428571435,0.285714285714286,0.084802631578947,0.714285714285714,0.285714285714286,2.0
S00371,兰州写字楼0371店,甘肃,兰州,三线,标准店,写字楼店,写字楼,主品牌,直营,FALSE,非新店,2026-03-17,8,495.56000000000006,553.0,57.440000000000005,19,5,246.55,249.01,4,4,5,61.94500000000001,0.625,0.103869801084991,0.5,0.5,2.375
S00371,兰州写字楼0371店,甘肃,兰州,三线,标准店,写字楼店,写字楼,主品牌,直营,FALSE,非新店,2026-03-26,8,598.86,617.0,18.14,21,4,384.86,214.0,6,2,4,74.8575,0.5,0.029400324149109,0.75,0.25,2.625
S00372,青岛写字楼0372店,山东,青岛,新一线,外卖店,外卖卫星店,写字楼,主品牌,加盟,FALSE,非新店,2026-03-24,10,485.28,514.0,28.72,16,5,168.0,317.28,3,7,5,48.528,0.5,0.055875486381323,0.3,0.7,1.6
S00372,青岛写字楼0372店,山东,青岛,新一线,外卖店,外卖卫星店,写字楼,主品牌,加盟,FALSE,非新店,2026-04-05,18,1017.4,1150.0,132.6,34,8,96.0,921.4,2,16,8,56.52222222222222,0.444444444444444,0.115304347826087,0.111111111111111,0.888888888888889,1.888888888888889
S00372,青岛写字楼0372店,山东,青岛,新一线,外卖店,外卖卫星店,写字楼,主品牌,加盟,FALSE,非新店,2026-05-10,11,683.45,753.0,69.55,28,7,152.42000000000002,531.03,2,9,7,62.13181818181818,0.636363636363636,0.092363877822045,0.181818181818182,0.818181818181818,2.545454545454545
S00373,深圳CBD0373店,广东,深圳,一线,标准店,写字楼店,CBD,主品牌,加盟,FALSE,非新店,2026-04-29,24,1645.1200000000001,1804.0,158.88,48,17,1460.8300000000002,184.29000000000002,20,4,17,68.54666666666667,0.708333333333333,0.088070953436807,0.833333333333333,0.166666666666667,2.0
S00373,深圳CBD0373店,广东,深圳,一线,标准店,写字楼店,CBD,主品牌,加盟,FALSE,非新店,2026-05-15,18,1331.97,1418.0,86.03,46,13,910.21,421.76,12,6,13,73.99833333333333,0.722222222222222,0.060669957686883,0.666666666666667,0.333333333333333,2.555555555555556
S00374,苏州购物中心0374店,江苏,苏州,新一线,外卖店,外卖卫星店,购物中心,主品牌,直营,FALSE,非新店,2026-05-05,12,1276.85,1308.0,31.15,28,8,632.0,644.8499999999999,2,10,8,106.40416666666665,0.666666666666667,0.02381498470948,0.166666666666667,0.833333333333333,2.333333333333333
S00375,苏州校园0375店,江苏,苏州,新一线,外卖店,外卖卫星店,校园,主品牌,直营,FALSE,非新店,2026-04-15,7,427.08,435.0,7.92,14,4,91.0,336.08,1,6,4,61.01142857142857,0.571428571428571,0.018206896551724,0.142857142857143,0.857142857142857,2.0
S00378,天津CBD0378店,天津,天津,新一线,标准店,写字楼店,CBD,主品牌,直营,FALSE,非新店,2026-03-29,19,1730.8,1840.0,109.2,43,13,721.23,1009.5699999999999,11,8,13,91.09473684210526,0.684210526315789,0.059347826086957,0.578947368421053,0.421052631578947,2.263157894736842
S00378,天津CBD0378店,天津,天津,新一线,标准店,写字楼店,CBD,主品牌,直营,FALSE,非新店,2026-04-12,22,2316.5400000000004,2836.0,519.46,52,15,1916.22,400.32,14,8,15,105.29727272727274,0.681818181818182,0.183166431593794,0.636363636363636,0.363636363636364,2.363636363636364
S00378,天津CBD0378店,天津,天津,新一线,标准店,写字楼店,CBD,主品牌,直营,FALSE,非新店,2026-04-18,16,1027.79,1118.0,90.21000000000001,35,9,917.79,110.0,13,3,9,64.236875,0.5625,0.080688729874776,0.8125,0.1875,2.1875
