门店ID,门店名称,省份,城市,城市层级,门店类型,商圈,加盟商ID,加盟商名称,加盟商类型,合作状态,信用等级,签约日期,月份,月营收,堂食营收,外卖营收,订单数,毛利,店面贡献利润,单店净利润,毛利率,店面贡献利润率,堂食占比,外卖占比,人工占比,房租占比,客单价,同侪门店数,城市同店型_营收_P25,城市同店型_营收_中位数,城市同店型_营收_P75,城市同店型_利润率_P25,城市同店型_利润率_中位数,城市同店型_利润率_P75,城市同店型_堂食占比_中位数,营收_对中位数比,利润率_对中位数差,堂食占比_对中位数差,总投资额,累计店面贡献利润,累计回本率,预计完整回本月数,已开业月数,招商承诺回本月数,回本偏离度,回本风险等级,标杆门店标志,本店位置标签,可改进项,总部本月支持
S00841,重庆社区0841店,重庆,重庆,新一线,社区店,社区,F0112,加盟商0112,个体投资人,正常合作,C,2022-07-16,2026-05,18648.75,13369.960000000001,5278.790000000001,212,10427.42,4837.34,4049.5599999999995,0.559148468396005,0.259392184462766,0.716935987666734,0.283064012333266,0.150141966619747,0.1130252697902,87.96580188679245,22,16999.450000000004,18562.460000000006,19903.769999999997,0.241967162013162,0.256941423062249,0.267726404332387,0.686757493647131,1.004648629545868,0.002450761400517,0.030178494019602,663302,20841.030000000006,0.031420122357539,127.30695171975661,46,18.0,109.30695171975661,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00842,常州社区0842店,江苏,常州,二线,社区店,社区,F0113,加盟商0113,投资公司,正常合作,B,2023-03-09,2026-03,18146.629999999994,12074.01,6072.62,229,9345.009999999993,4009.4499999999925,3074.8199999999924,0.514972201450076,0.220947360474093,0.66535825109125,0.334641748908751,0.15570549462903,0.107421047323938,79.24292576419211,30,18656.649999999998,20941.44000000001,23701.270000000004,0.201254818113577,0.242761468581209,0.266489631228301,0.690144559473563,0.866541651385959,-0.021814108107115,-0.024786308382314,1242468,16046.699999999999,0.012915181718966,309.71302510796613,38,18.0,291.71302510796613,严重,FALSE,中下 P25-P50,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00787,佛山社区0787店,广东,佛山,新一线,社区店,社区,F0086,加盟商0086,投资公司,续约预警,A,2023-11-02,2026-05,16598.159999999996,11564.089999999998,5034.07,210,8939.479999999996,4222.219999999996,3369.859999999995,0.538582589877432,0.254378798613822,0.69670915330374,0.30329084669626,0.136491635217398,0.12316726673318,79.03885714285713,22,16999.450000000004,18562.460000000006,19903.769999999997,0.241967162013162,0.256941423062249,0.267726404332387,0.686757493647131,0.894178896547117,-0.002562624448427,0.009951659656608,1610144,17977.690000000013,0.011165268448039,358.2538134765921,30,18.0,340.2538134765921,严重,FALSE,中下 P25-P50,"运营正常, 继续保持",加强督导 + 专项营销补贴
S01061,宁波社区1061店,浙江,宁波,新一线,社区店,社区,F0070,加盟商0070,个体投资人,正常合作,A,2025-02-26,2026-05,18991.419999999995,13042.499999999996,5948.92,209,10248.009999999995,4595.299999999995,3844.199999999997,0.539612625069637,0.241967162013162,0.686757493647131,0.313242506352869,0.134599729772708,0.122713836037537,90.86803827751194,22,16999.450000000004,18562.460000000006,19903.769999999997,0.241967162013162,0.256941423062249,0.267726404332387,0.686757493647131,1.02310900602614,-0.014974261049087,0.0,1036844,17282.040000000008,0.01666792690125,239.98185399408854,14,18.0,221.98185399408854,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S01047,海口街边店1047店,海南,海口,二线,社区店,街边店,F0059,加盟商0059,个体投资人,续约预警,A,2024-12-19,2026-03,19699.36,14656.470000000003,5042.89,271,11009.980000000001,5579.580000000002,4723.68,0.55890039067259,0.283236612763054,0.744007419530381,0.255992580469619,0.150731292793268,0.099968729948587,72.69136531365314,30,18656.649999999998,20941.44000000001,23701.270000000004,0.201254818113577,0.242761468581209,0.266489631228301,0.690144559473563,0.940687937410225,0.040475144181846,0.053862860056817,1094245,17284.620000000003,0.015795932355186,253.22974991639964,17,18.0,235.22974991639964,严重,FALSE,中位 ±10%,"运营正常, 继续保持",加强督导 + 专项营销补贴
S01069,合肥社区1069店,安徽,合肥,二线,社区店,社区,F0077,加盟商0077,个体投资人,关注名单,A,2023-11-10,2026-03,26876.41999999999,19125.16,7751.259999999999,235,13658.589999999991,5262.439999999991,4151.549999999996,0.508199752794457,0.195801375331982,0.711596261704498,0.288403738295502,0.170965850362511,0.101924661096976,114.36774468085103,30,18656.649999999998,20941.44000000001,23701.270000000004,0.201254818113577,0.242761468581209,0.266489631228301,0.690144559473563,1.283408399804406,-0.046960093249226,0.021451702230935,1440209,12657.52999999999,0.008788675810247,455.13113537949386,30,18.0,437.13113537949386,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",高频督导 + 定制运营方案
S01032,贵阳社区1032店,贵州,贵阳,二线,社区店,社区,F0052,加盟商0052,区域代理,正常合作,B,2021-05-24,2026-03,22304.959999999995,14835.270000000002,7469.6900000000005,229,11289.339999999997,5604.109999999996,4676.439999999999,0.506135854984721,0.251249497869532,0.665110809434314,0.334889190565686,0.135429967146321,0.082614360214051,97.40157205240173,30,18656.649999999998,20941.44000000001,23701.270000000004,0.201254818113577,0.242761468581209,0.266489631228301,0.690144559473563,1.065111090736835,0.008488029288323,-0.025033750039249,1011208,14396.450000000004,0.014236883015166,280.96037564816316,59,18.0,262.96037564816316,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00047,杭州社区0047店,浙江,杭州,新一线,社区店,社区,F0023,加盟商0023,投资公司,正常合作,D,2025-04-04,2026-05,15367.559999999998,10941.029999999997,4426.53,214,8969.429999999997,3820.019999999996,3106.76,0.583659995470979,0.248576872320654,0.71195622467067,0.28804377532933,0.178159707852125,0.118559485045121,71.81102803738317,22,16999.450000000004,18562.460000000006,19903.769999999997,0.241967162013162,0.256941423062249,0.267726404332387,0.686757493647131,0.827883804194056,-0.008364550741594,0.025198731023539,1476350,21082.00999999999,0.01427981847123,280.11560567517057,13,18.0,262.11560567517057,严重,FALSE,中下 P25-P50,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00001,南昌社区0001店,江西,南昌,二线,社区店,社区,F0001,加盟商0001,个体投资人,续约预警,C,2024-05-24,2026-03,22384.44,15151.25,7233.1900000000005,233,12495.339999999998,5784.649999999998,4761.700000000001,0.558215438938834,0.258422815134084,0.676865268910011,0.323134731089989,0.168210149550313,0.106008459447724,96.07055793991415,30,18656.649999999998,20941.44000000001,23701.270000000004,0.201254818113577,0.242761468581209,0.266489631228301,0.690144559473563,1.068906436233611,0.015661346552875,-0.013279290563553,1223313,14177.229999999992,0.011589208975953,345.14866444291323,23,18.0,327.14866444291323,严重,FALSE,中位 ±10%,"运营正常, 继续保持",加强督导 + 专项营销补贴
S00076,乌鲁木齐CBD0076店,新疆,乌鲁木齐,三线,写字楼店,CBD,F0034,加盟商0034,餐饮集团子公司,正常合作,B,2022-06-24,2026-03,26342.980000000007,19622.97000000001,6720.010000000001,291,13828.940000000008,4583.030000000008,3349.3800000000083,0.524957313105807,0.173975381676637,0.744903196221536,0.255096803778464,0.192158214446505,0.124399745207262,90.52570446735398,8,25903.679999999997,26342.980000000007,26526.909999999996,0.121900054355211,0.138248668993109,0.173975381676637,0.68432838915691,1.0,0.035726712683527,0.060574807064626,978392,12958.739999999998,0.013244936589833,302.00220083125373,46,22.0,280.00220083125373,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00021,南宁社区0021店,广西,南宁,二线,社区店,社区,F0012,加盟商0012,个体投资人,正常合作,A,2025-02-13,2026-03,23310.65000000001,16545.980000000003,6764.669999999999,252,11654.960000000008,4163.150000000008,3198.420000000009,0.499984341920968,0.178594333491344,0.709803458934006,0.290196541065993,0.177162369989683,0.108057046886294,92.5025793650794,30,18656.649999999998,20941.44000000001,23701.270000000004,0.201254818113577,0.242761468581209,0.266489631228301,0.690144559473563,1.11313500886281,-0.064167135089864,0.019658899460443,1306557,13910.660000000003,0.010646806836594,375.6994995205115,15,18.0,357.6994995205115,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00239,福州社区0239店,福建,福州,二线,社区店,社区,F0096,加盟商0096,餐饮集团子公司,正常合作,D,2022-10-20,2026-03,24720.190000000002,19256.139999999996,5464.05,232,12802.370000000003,4465.6600000000035,3369.649999999998,0.517891245981524,0.180648287897464,0.778964077541475,0.221035922458525,0.167715943930852,0.125564164353106,106.55254310344829,30,18656.649999999998,20941.44000000001,23701.270000000004,0.201254818113577,0.242761468581209,0.266489631228301,0.690144559473563,1.180443656214663,-0.062113180683745,0.088819518067912,1111131,15123.610000000008,0.013611005363004,293.8798342459239,43,18.0,275.8798342459239,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00246,重庆社区0246店,重庆,重庆,新一线,社区店,社区,F0101,加盟商0101,区域代理,正常合作,A,2021-07-13,2026-05,17568.129999999994,13533.809999999998,4034.3199999999997,214,9245.699999999993,3971.379999999993,3253.309999999992,0.526276843352138,0.226055931963163,0.770361444274376,0.229638555725624,0.148660102128115,0.113314279892055,82.09406542056072,22,16999.450000000004,18562.460000000006,19903.769999999997,0.241967162013162,0.256941423062249,0.267726404332387,0.686757493647131,0.946433285243442,-0.030885491099086,0.083603950627245,1350691,20188.289999999986,0.014946638424332,267.6187037138858,58,18.0,249.6187037138858,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00249,杭州街边店0249店,浙江,杭州,新一线,社区店,街边店,F0104,加盟商0104,个体投资人,正常合作,A,2021-05-29,2026-05,18562.460000000006,10377.460000000001,8185.000000000001,224,9467.200000000006,4260.390000000007,3365.690000000006,0.510018607447504,0.229516454176871,0.559056288875505,0.440943711124495,0.162223649236146,0.095932327934983,82.86812500000003,22,16999.450000000004,18562.460000000006,19903.769999999997,0.241967162013162,0.256941423062249,0.267726404332387,0.686757493647131,1.0,-0.027424968885377,-0.127701204771627,1321372,21909.530000000006,0.016580894706411,241.24150540883343,59,18.0,223.24150540883343,严重,FALSE,中位 ±10%,"堂食占比低于同侪 10pp+, 建议堂食提振专题",提供品牌活动 + 私域内容 + 督导巡店
S00276,宜昌CBD0276店,湖北,宜昌,三线,写字楼店,CBD,F0115,加盟商0115,个体投资人,续约预警,C,2023-12-28,2026-03,26526.909999999996,19068.12,7458.790000000001,273,13899.139999999998,3667.309999999998,2252.709999999999,0.523963778668529,0.138248668993109,0.718821754965053,0.281178245034948,0.223137938041031,0.135027034811065,97.16816849816848,8,25903.679999999997,26342.980000000007,26526.909999999996,0.121900054355211,0.138248668993109,0.173975381676637,0.68432838915691,1.00698212578835,0.0,0.034493365808142,1072159,9995.360000000002,0.009322647107379,429.06268508587976,28,22.0,407.06268508587976,严重,FALSE,中位 ±10%,"运营正常, 继续保持",加强督导 + 专项营销补贴
S00284,厦门社区0284店,福建,厦门,二线,社区店,社区,F0118,加盟商0118,个体投资人,正常合作,B,2025-04-10,2026-03,18970.079999999994,14410.64,4559.44,233,9776.949999999995,3817.8199999999956,2984.7499999999964,0.515387916128978,0.201254818113577,0.759650987238852,0.240349012761148,0.16276578696558,0.119731176674005,81.416652360515,30,18656.649999999998,20941.44000000001,23701.270000000004,0.201254818113577,0.242761468581209,0.266489631228301,0.690144559473563,0.905863207114696,-0.041506650467632,0.069506427765289,1054514,13434.229999999992,0.012739736030057,313.9782481020499,13,18.0,295.9782481020499,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00201,南昌社区0201店,江西,南昌,二线,社区店,社区,F0086,加盟商0086,投资公司,续约预警,A,2025-05-23,2026-03,20126.369999999995,11570.150000000003,8556.220000000001,241,9792.409999999994,3515.1999999999944,2704.2899999999936,0.486546257472162,0.174656433326029,0.574875151356156,0.425124848643844,0.1602936843554,0.110163929213266,83.51190871369293,30,18656.649999999998,20941.44000000001,23701.270000000004,0.201254818113577,0.242761468581209,0.266489631228301,0.690144559473563,0.961078607774823,-0.068105035255179,-0.115269408117407,1066424,13374.359999999993,0.01254131564931,318.945803761825,11,18.0,300.945803761825,严重,FALSE,中位 ±10%,"堂食占比低于同侪 10pp+, 建议堂食提振专题",加强督导 + 专项营销补贴
S00262,福州社区0262店,福建,福州,二线,社区店,社区,F0109,加盟商0109,区域代理,纠纷处理,C,2023-08-27,2026-03,25327.499999999996,18941.969999999998,6385.530000000001,229,14849.179999999995,7180.839999999995,6276.059999999998,0.586286842365018,0.283519494620472,0.747881551673083,0.252118448326917,0.155550686013227,0.109607343796269,110.60043668122269,30,18656.649999999998,20941.44000000001,23701.270000000004,0.201254818113577,0.242761468581209,0.266489631228301,0.690144559473563,1.209444049692857,0.040758026039263,0.057736992199519,1585728,18006.36,0.011355263954474,352.2595349643126,32,18.0,334.2595349643126,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",专项处理
S00747,呼和浩特CBD0747店,内蒙古,呼和浩特,三线,写字楼店,CBD,F0069,加盟商0069,个体投资人,正常合作,A,2021-12-17,2026-03,23768.329999999998,16211.659999999996,7556.670000000001,286,13146.139999999998,3576.9699999999975,2396.489999999998,0.553094811457094,0.150493114156527,0.682069796237262,0.317930203762738,0.19927946136729,0.165300212509672,83.10604895104895,8,25903.679999999997,26342.980000000007,26526.909999999996,0.121900054355211,0.138248668993109,0.173975381676637,0.68432838915691,0.902264284450734,0.012244445163417,-0.002258592919648,850150,9884.389999999989,0.011626642357231,344.0374165730009,53,22.0,322.0374165730009,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00735,常州社区0735店,江苏,常州,二线,社区店,社区,F0061,加盟商0061,个体投资人,正常合作,B,2021-03-22,2026-03,19592.6,15286.389999999996,4306.21,226,10600.579999999998,4368.859999999998,3575.859999999997,0.541050192419587,0.222985208701244,0.780212427140859,0.219787572859141,0.167189142839644,0.11881373579821,86.69292035398229,30,18656.649999999998,20941.44000000001,23701.270000000004,0.201254818113577,0.242761468581209,0.266489631228301,0.690144559473563,0.935589911677515,-0.019776259879964,0.090067867667296,1448137,14911.209999999994,0.010296822745362,388.46934621670556,61,18.0,370.46934621670556,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00759,郑州街边店0759店,河南,郑州,新一线,社区店,街边店,F0075,加盟商0075,个体投资人,正常合作,B,2024-07-22,2026-05,19160.390000000007,12622.740000000002,6537.65,225,10078.910000000007,4369.470000000007,3514.230000000007,0.526028436790692,0.228047028270302,0.65879347967343,0.341206520326569,0.145609249081047,0.108814590934736,85.15728888888891,22,16999.450000000004,18562.460000000006,19903.769999999997,0.241967162013162,0.256941423062249,0.267726404332387,0.686757493647131,1.032211786584321,-0.028894394791947,-0.027964013973701,1319102,20667.889999999992,0.015668151515197,255.2949527019934,21,18.0,237.2949527019934,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00689,呼和浩特CBD0689店,内蒙古,呼和浩特,三线,写字楼店,CBD,F0040,加盟商0040,区域代理,正常合作,C,2021-07-30,2026-03,26308.520000000008,21673.540000000005,4634.98,296,15756.270000000008,5334.960000000008,4290.870000000006,0.598903701158408,0.202784497189504,0.823822092614864,0.176177907385136,0.227827715128027,0.141914482456634,88.88013513513516,8,25903.679999999997,26342.980000000007,26526.909999999996,0.121900054355211,0.138248668993109,0.173975381676637,0.68432838915691,0.998691871610577,0.064535828196395,0.139493703457954,859552,12081.830000000005,0.014055961710286,284.57675699790497,57,22.0,262.57675699790497,严重,FALSE,中位 ±10%,"同侪标杆, 持续优秀!",提供品牌活动 + 私域内容 + 督导巡店
S00691,南宁社区0691店,广西,南宁,二线,社区店,社区,F0041,加盟商0041,餐饮集团子公司,正常合作,B,2025-06-01,2026-03,23701.270000000004,18127.559999999998,5573.710000000001,233,13445.870000000004,6929.760000000004,5914.720000000005,0.567305886984115,0.292379269127773,0.764834964539875,0.235165035460125,0.134482245044253,0.097381279568563,101.72218884120173,30,18656.649999999998,20941.44000000001,23701.270000000004,0.201254818113577,0.242761468581209,0.266489631228301,0.690144559473563,1.131787976376027,0.049617800546564,0.074690405066311,1299274,17879.610000000008,0.013761231272234,290.67166453854406,11,18.0,272.67166453854406,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00750,洛阳CBD0750店,河南,洛阳,三线,写字楼店,CBD,F0071,加盟商0071,区域代理,正常合作,B,2021-06-16,2026-03,26436.32,16547.150000000005,9889.169999999998,305,13220.35,2892.1100000000006,1493.2700000000004,0.500082840576903,0.109399114551496,0.625924863975016,0.374075136024984,0.181977673140588,0.172839487492964,86.67645901639344,8,25903.679999999997,26342.980000000007,26526.909999999996,0.121900054355211,0.138248668993109,0.173975381676637,0.68432838915691,1.003543258963109,-0.028849554441613,-0.058403525181894,1039019,11200.729999999992,0.010780101230103,371.054029514148,59,22.0,349.054029514148,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00694,合肥街边店0694店,安徽,合肥,二线,社区店,街边店,F0044,加盟商0044,区域代理,正常合作,D,2020-12-16,2026-03,28748.96999999999,21897.379999999997,6851.59,261,16177.889999999989,6954.929999999989,5520.959999999988,0.562729377782926,0.24191927571666,0.761675287845095,0.238324712154905,0.159202573170448,0.125831290651456,110.14931034482755,30,18656.649999999998,20941.44000000001,23701.270000000004,0.201254818113577,0.242761468581209,0.266489631228301,0.690144559473563,1.372826797011093,-8.42192864548E-4,0.071530728371532,1085768,17537.279999999988,0.016151958797828,247.64798189913162,65,18.0,229.64798189913162,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00558,青岛社区0558店,山东,青岛,新一线,社区店,社区,F0116,加盟商0116,个体投资人,正常合作,B,2025-05-22,2026-05,20047.449999999997,14442.75,5604.700000000001,199,11452.589999999998,5220.509999999998,4308.869999999997,0.571274152074204,0.260407682772622,0.720428283896456,0.279571716103544,0.166727937967173,0.116300576881349,100.74095477386933,22,16999.450000000004,18562.460000000006,19903.769999999997,0.241967162013162,0.256941423062249,0.267726404332387,0.686757493647131,1.079999633669244,0.003466259710373,0.033670790249325,1640670,22824.740000000013,0.013911840894269,287.5248524189102,11,18.0,269.5248524189102,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00527,温州街边店0527店,浙江,温州,二线,社区店,街边店,F0097,加盟商0097,区域代理,正常合作,B,2021-03-03,2026-03,24153.37999999999,18247.609999999997,5905.77,262,13963.30999999999,5863.50999999999,4675.7599999999875,0.578109978810419,0.242761468581209,0.755488879817235,0.244511120182765,0.172589923232276,0.122534817073221,92.18847328244271,30,18656.649999999998,20941.44000000001,23701.270000000004,0.201254818113577,0.242761468581209,0.266489631228301,0.690144559473563,1.153377227162983,0.0,0.065344320343671,976358,16967.33,0.017378185050975,230.1736336830839,62,18.0,212.1736336830839,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00501,重庆社区0501店,重庆,重庆,新一线,社区店,社区,F0085,加盟商0085,个体投资人,正常合作,A,2021-05-20,2026-05,15294.54,9888.600000000002,5405.94,208,8451.210000000003,4254.600000000002,3633.2700000000023,0.552563856121204,0.278177702631135,0.646544453118564,0.353455546881436,0.158277398339538,0.085187916733684,73.53144230769232,22,16999.450000000004,18562.460000000006,19903.769999999997,0.241967162013162,0.256941423062249,0.267726404332387,0.686757493647131,0.82395005834356,0.021236279568886,-0.040213040528567,1770613,20193.949999999997,0.011405061410935,350.7214784626089,60,18.0,332.7214784626089,严重,FALSE,中下 P25-P50,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00542,泉州社区0542店,福建,泉州,二线,社区店,社区,F0107,加盟商0107,个体投资人,正常合作,B,2022-07-27,2026-03,21222.129999999997,15831.109999999999,5391.02,241,11223.589999999997,4619.509999999997,3688.1799999999967,0.528862559978664,0.217674191987326,0.745971775688868,0.254028224311132,0.14418722343139,0.125376670485008,88.05863070539418,30,18656.649999999998,20941.44000000001,23701.270000000004,0.201254818113577,0.242761468581209,0.266489631228301,0.690144559473563,1.01340356728095,-0.025087276593882,0.055827216215305,961519,13115.260000000002,0.013640146476565,293.25198280476326,45,18.0,275.25198280476326,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00549,佛山社区0549店,广东,佛山,新一线,社区店,社区,F0112,加盟商0112,个体投资人,正常合作,C,2022-10-17,2026-05,16999.450000000004,13161.35,3838.1,205,9878.010000000006,4454.520000000005,3810.5100000000057,0.581078211353897,0.262039065969782,0.774222107185821,0.225777892814179,0.169340184535382,0.1076534829068,82.92414634146344,22,16999.450000000004,18562.460000000006,19903.769999999997,0.241967162013162,0.256941423062249,0.267726404332387,0.686757493647131,0.915797259630458,0.005097642907533,0.087464613538689,1128550,16800.249999999993,0.014886580124939,268.6983824645468,43,18.0,250.6983824645468,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00596,贵阳社区0596店,贵州,贵阳,二线,社区店,社区,F0134,加盟商0134,个体投资人,正常合作,D,2025-04-14,2026-03,15985.5,11698.32,4287.18,230,8629.14,4259.969999999998,3434.75,0.539810453223234,0.266489631228301,0.731808201182321,0.268191798817679,0.159177379500172,0.08089456069563,69.50217391304348,30,18656.649999999998,20941.44000000001,23701.270000000004,0.201254818113577,0.242761468581209,0.266489631228301,0.690144559473563,0.763342921976712,0.023728162647092,0.041663641708758,1374575,17063.510000000002,0.012413662404743,322.22561477679557,13,18.0,304.22561477679557,严重,FALSE,中下 P25-P50,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00534,长沙社区0534店,湖南,长沙,新一线,社区店,社区,F0102,加盟商0102,个体投资人,关注名单,A,2021-12-27,2026-05,22846.7,13754.009999999998,9092.689999999999,214,11973.09,5235.860000000001,4107.59,0.524062118380335,0.229173578678759,0.602012982181234,0.397987017818766,0.143039913860645,0.123746536698954,106.76028037383178,22,16999.450000000004,18562.460000000006,19903.769999999997,0.241967162013162,0.256941423062249,0.267726404332387,0.686757493647131,1.230801305430422,-0.02776784438349,-0.084744511465897,1165702,21394.620000000014,0.018353421371843,217.94301558055236,52,18.0,199.94301558055236,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",高频督导 + 定制运营方案
S00551,洛阳CBD0551店,河南,洛阳,三线,写字楼店,CBD,F0113,加盟商0113,投资公司,正常合作,B,2021-07-12,2026-03,26766.16999999999,18316.850000000006,8449.320000000002,303,14978.599999999991,4746.4799999999905,3571.4799999999886,0.559609387521636,0.177331310381724,0.68432838915691,0.315671610843091,0.199254880320943,0.140769486258213,88.33719471947192,8,25903.679999999997,26342.980000000007,26526.909999999996,0.121900054355211,0.138248668993109,0.173975381676637,0.68432838915691,1.016064621390594,0.039082641388615,0.0,1165802,16695.30999999999,0.014320879531859,279.31245361721363,58,22.0,257.31245361721363,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S01180,西安社区1180店,陕西,西安,新一线,社区店,社区,F0134,加盟商0134,个体投资人,正常合作,D,2025-12-17,2026-05,19997.18,12616.87,7380.310000000001,197,10510.69,4993.620000000001,4194.52,0.525608610814125,0.249716209985608,0.630932461477068,0.369067538522932,0.13263870205699,0.106624534059302,101.50852791878172,22,16999.450000000004,18562.460000000006,19903.769999999997,0.241967162013162,0.256941423062249,0.267726404332387,0.686757493647131,1.077291479685343,-0.007225213076641,-0.055825032170063,956165,12714.05,0.013296920510581,225.61614906343772,5,18.0,207.61614906343772,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S01179,成都社区1179店,四川,成都,新一线,社区店,社区,F0133,加盟商0133,个体投资人,正常合作,C,2026-01-13,2026-05,20915.739999999998,13262.069999999998,7653.670000000001,197,11761.049999999997,5374.119999999997,4608.399999999996,0.562306186632651,0.256941423062249,0.634071278376954,0.365928721623046,0.164187831747765,0.108412611745987,106.17126903553299,22,16999.450000000004,18562.460000000006,19903.769999999997,0.241967162013162,0.256941423062249,0.267726404332387,0.686757493647131,1.126776300124013,0.0,-0.052686215270177,732887,16597.460000000014,0.022646683595152,176.62630306082966,4,18.0,158.62630306082966,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S01168,西安社区1168店,陕西,西安,新一线,社区店,社区,F0127,加盟商0127,区域代理,续约预警,B,2026-01-09,2026-05,21646.43,14565.33,7081.100000000001,194,12125.24,5855.599999999999,4717.93,0.560149641303439,0.270511118923536,0.672874464750077,0.327125535249923,0.140355707615528,0.115617217250142,111.57953608247423,22,16999.450000000004,18562.460000000006,19903.769999999997,0.241967162013162,0.256941423062249,0.267726404332387,0.686757493647131,1.166140155992255,0.013569695861287,-0.013883028897055,838397,9750.389999999992,0.011629800679153,257.957989372733,4,18.0,239.95798937273298,严重,FALSE,中上 P50-P75,"运营正常, 继续保持",加强督导 + 专项营销补贴
S00331,烟台写字楼0331店,山东,烟台,三线,写字楼店,写字楼,F0003,加盟商0003,个体投资人,正常合作,B,2024-05-17,2026-03,25903.679999999997,19402.389999999992,6501.29,275,14012.279999999997,3157.659999999997,1805.049999999992,0.540937812696883,0.121900054355211,0.749020602478103,0.250979397521897,0.207265145338423,0.176192726284451,94.19519999999999,8,25903.679999999997,26342.980000000007,26526.909999999996,0.121900054355211,0.138248668993109,0.173975381676637,0.68432838915691,0.983323830485389,-0.016348614637898,0.064692213321193,1307089,11122.53999999999,0.008509397600316,470.06852751260095,24,22.0,448.06852751260095,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00318,中山社区0318店,广东,中山,二线,社区店,社区,F0137,加盟商0137,餐饮集团子公司,正常合作,A,2022-06-28,2026-03,18238.86,12587.449999999999,5651.410000000001,231,9766.130000000001,4721.240000000001,3949.7700000000004,0.535457259938395,0.258856090786376,0.690144559473563,0.309855440526436,0.150580683222526,0.081028638851332,78.9561038961039,30,18656.649999999998,20941.44000000001,23701.270000000004,0.201254818113577,0.242761468581209,0.266489631228301,0.690144559473563,0.870945837535527,0.016094622205167,0.0,1077346,14453.739999999993,0.013416061321061,298.1500981752821,46,18.0,280.1500981752821,严重,FALSE,中下 P25-P50,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
S00332,沈阳社区0332店,辽宁,沈阳,新一线,社区店,社区,F0004,加盟商0004,个体投资人,正常合作,A,2024-10-13,2026-05,18929.690000000002,14378.61,4551.08,210,11110.54,5506.9400000000005,4676.020000000002,0.586937239859712,0.290915487786646,0.759579792379062,0.240420207620938,0.169097856330452,0.097831501730879,90.14138095238097,22,16999.450000000004,18562.460000000006,19903.769999999997,0.241967162013162,0.256941423062249,0.267726404332387,0.686757493647131,1.019783476974496,0.033974064724398,0.07282229873193,998052,22776.870000000003,0.022821325942937,175.27465362887875,19,18.0,157.27465362887875,严重,FALSE,中位 ±10%,"运营正常, 继续保持",提供品牌活动 + 私域内容 + 督导巡店
