加盟商ID,加盟商名称,加盟商类型,签约省份,合作状态,信用等级,入网日期,月份,经营门店数,月总营收,月总堂食营收,月总外卖营收,月总订单数,月总毛利,月总店面贡献利润,月总单店净利润,平均贡献利润率,平均堂食占比,亏损门店数,盈利门店数,门均营收,门均贡献利润,亏损率,经营健康等级,续约风险
F0025,加盟商0025,投资公司,山东,正常合作,B,2023-09-04,2026-02,4,47371.3,26259.17,21112.13,516,23471.060000000005,10101.380000000006,8074.760000000005,0.214396544992767,0.519141545759347,0,4,11842.825,2525.3450000000016,0.0,标杆,低
F0007,加盟商0007,餐饮集团子公司,北京,正常合作,A,2022-08-10,2026-05,4,81984.93999999997,56794.03,25190.909999999996,867,46297.25999999998,11712.999999999976,8056.919999999975,0.148492239433494,0.695787019469362,0,4,20496.234999999993,2928.249999999994,0.0,健康,低
F0050,加盟商0050,个体投资人,山东,正常合作,A,2024-12-01,2026-03,4,129533.89000000001,80444.21000000002,49089.68000000001,1560,67701.11000000002,30091.240000000005,23785.430000000008,0.23845803066152,0.61856861214455,0,4,32383.472500000003,7522.810000000001,0.0,标杆,低
F0108,加盟商0108,个体投资人,四川,正常合作,B,2023-03-27,2026-02,3,44154.350000000006,26420.27,17734.08,448,21706.54,3362.0800000000013,1337.2000000000016,0.116358922965242,0.626422799097265,1,2,14718.116666666669,1120.6933333333338,0.333333333333333,关注,低
F0115,加盟商0115,个体投资人,四川,续约预警,C,2024-03-10,2026-03,3,74739.13,50806.48000000001,23932.649999999998,815,38594.44,13604.430000000002,9979.320000000005,0.193282532709167,0.64277856284317,0,3,24913.043333333335,4534.81,0.0,健康,高
F0107,加盟商0107,个体投资人,上海,正常合作,B,2021-09-21,2026-04,4,84139.77999999998,52336.14999999999,31803.63,1031,44022.999999999985,16306.329999999987,12048.579999999984,0.228960278483201,0.578270889159213,0,4,21034.944999999996,4076.582499999997,0.0,标杆,低
F0070,加盟商0070,个体投资人,上海,正常合作,A,2022-10-17,2026-03,4,107796.03,64240.01999999999,43556.01000000001,1335,57248.94999999999,26577.119999999988,21766.07,0.254070500915371,0.574692786671274,0,4,26949.0075,6644.279999999997,0.0,标杆,低
F0027,加盟商0027,个体投资人,北京,续约预警,C,2024-10-03,2026-03,4,84646.6,40216.16,44430.439999999995,890,41367.770000000004,13139.74000000001,9520.280000000013,0.184656869739629,0.397948589960829,0,4,21161.65,3284.9350000000027,0.0,健康,高
F0087,加盟商0087,个体投资人,陕西,正常合作,D,2022-03-30,2026-03,4,156588.21000000008,82851.25,73736.96000000002,1719,79543.30000000008,28407.67000000008,21402.68000000006,0.196032471649757,0.498117323673471,0,4,39147.05250000002,7101.91750000002,0.0,健康,低
F0104,加盟商0104,个体投资人,北京,正常合作,A,2021-05-22,2026-05,4,80041.94000000002,45612.02,34429.92,976,41361.900000000016,14478.630000000016,11080.190000000017,0.185601946851941,0.535553205332832,0,4,20010.485000000004,3619.657500000004,0.0,健康,低
F0020,加盟商0020,餐饮集团子公司,湖北,纠纷处理,A,2025-01-01,2026-04,4,116514.1,54422.270000000004,62091.83,1311,55082.90000000001,18619.02000000001,13156.85000000001,0.168712539811975,0.420230781223487,0,4,29128.525,4654.755000000003,0.0,健康,高
F0082,加盟商0082,个体投资人,山东,正常合作,B,2022-11-12,2026-03,4,120324.53,73712.11,46612.420000000006,1411,62716.97,26838.179999999993,21357.30999999999,0.230902895532337,0.613773476796849,0,4,30081.1325,6709.544999999998,0.0,标杆,低
F0039,加盟商0039,个体投资人,上海,正常合作,B,2024-09-20,2026-02,4,39660.88999999999,24297.18,15363.71,469,19802.399999999994,9812.429999999993,8110.299999999992,0.245674757185572,0.573388653016353,0,4,9915.222499999998,2453.1074999999983,0.0,标杆,低
F0030,加盟商0030,区域代理,重庆,正常合作,A,2025-03-06,2026-04,4,97371.42000000001,47146.67999999999,50224.74,1066,49892.06000000001,24313.29000000001,20160.810000000016,0.24517315948753,0.417502089925977,0,4,24342.855000000003,6078.322500000003,0.0,标杆,低
F0090,加盟商0090,个体投资人,广东,正常合作,B,2021-04-24,2026-04,4,128608.12,69333.89,59274.229999999996,1399,61947.38,29697.219999999994,24116.84,0.243849879631997,0.531338291671786,0,4,32152.03,7424.3049999999985,0.0,标杆,低
F0043,加盟商0043,个体投资人,山东,续约预警,B,2025-05-11,2026-04,4,112432.42,44788.94,67643.48000000001,1381,53929.96,23234.14,17805.210000000003,0.222155057470673,0.390803674733098,0,4,28108.105,5808.535,0.0,标杆,高
F0047,加盟商0047,区域代理,浙江,纠纷处理,B,2025-04-27,2026-04,4,112832.17000000001,80009.19999999998,32822.97,1335,59516.55000000002,23253.170000000013,18278.49,0.220540838932991,0.715876104796582,0,4,28208.042500000003,5813.292500000003,0.0,标杆,高
F0053,加盟商0053,个体投资人,上海,正常合作,C,2023-11-22,2026-03,4,110803.57,53829.32000000001,56974.25000000001,1206,54700.83000000001,25661.420000000006,20243.139999999996,0.241391279115084,0.468244293743392,0,4,27700.8925,6415.355000000001,0.0,标杆,低
F0098,加盟商0098,个体投资人,四川,正常合作,A,2023-08-21,2026-04,4,153815.28999999998,79595.49999999999,74219.79000000001,1624,77333.19999999995,31498.36999999996,24430.32999999996,0.200797591542239,0.525088357563544,0,4,38453.822499999995,7874.59249999999,0.0,标杆,低
F0126,加盟商0126,个体投资人,北京,正常合作,B,2022-03-05,2026-02,3,44104.04,30745.289999999994,13358.75,475,24985.600000000002,7092.170000000002,5103.830000000002,0.149884376053543,0.710146155508673,0,3,14701.346666666666,2364.0566666666673,0.0,健康,低
F0012,加盟商0012,个体投资人,江苏,正常合作,A,2024-01-19,2026-04,4,90912.28000000001,46030.86,44881.41999999999,979,43857.03000000001,18834.910000000018,14485.420000000016,0.220951733170642,0.504236463549732,0,4,22728.070000000003,4708.7275000000045,0.0,标杆,低
F0111,加盟商0111,个体投资人,上海,正常合作,C,2024-08-05,2026-05,4,63532.15999999999,36477.740000000005,27054.42,731,30834.299999999996,10654.509999999998,7806.709999999996,0.206603183389849,0.540666058077339,0,4,15883.039999999997,2663.6274999999996,0.0,标杆,低
F0099,加盟商0099,区域代理,山东,正常合作,B,2022-08-04,2026-05,4,87932.41,56394.46000000001,31537.950000000004,999,47851.63999999999,17803.619999999995,13862.139999999998,0.210075935307517,0.624853518608363,0,4,21983.1025,4450.904999999999,0.0,标杆,低
F0041,加盟商0041,餐饮集团子公司,山东,正常合作,B,2022-09-28,2026-03,4,116297.46000000002,58328.280000000006,57969.17999999999,1255,57187.880000000005,26954.540000000005,21615.37000000001,0.238971827997773,0.555145118390578,0,4,29074.365000000005,6738.635000000001,0.0,标杆,低
F0039,加盟商0039,个体投资人,上海,正常合作,B,2024-09-20,2026-05,4,89698.01000000001,52229.11999999999,37468.89,974,45423.130000000005,20220.719999999998,16008.05,0.240662351037568,0.551755196592888,0,4,22424.502500000002,5055.179999999999,0.0,标杆,低
F0083,加盟商0083,个体投资人,湖北,续约预警,B,2022-12-18,2026-02,4,36900.67999999999,11012.380000000001,25888.3,444,16133.130000000001,7287.32,5604.449999999996,0.203577554122655,0.28742814858238,0,4,9225.169999999998,1821.83,0.0,标杆,高
F0010,加盟商0010,投资公司,广东,正常合作,B,2025-05-21,2026-05,4,104255.38,61694.72000000001,42560.659999999996,988,53393.909999999996,28270.229999999996,23804.34,0.260407829823638,0.593210527509299,0,4,26063.845,7067.557499999999,0.0,标杆,低
F0116,加盟商0116,个体投资人,上海,正常合作,B,2025-01-03,2026-03,3,91342.73999999999,66267.09,25075.649999999998,984,51189.78,12287.250000000004,8070.490000000002,0.137221860651333,0.724430999514269,0,3,30447.579999999998,4095.7500000000014,0.0,健康,低
F0012,加盟商0012,个体投资人,江苏,正常合作,A,2024-01-19,2026-03,4,93296.44,51112.08999999999,42184.34999999999,1047,45108.16,17880.770000000008,13651.55000000001,0.21122999783668,0.540342284417017,0,4,23324.11,4470.192500000002,0.0,标杆,低
F0017,加盟商0017,个体投资人,江苏,正常合作,B,2025-06-19,2026-03,4,159410.75,104031.60999999999,55379.14,1816,83720.66,31022.100000000006,23675.850000000006,0.188113038225507,0.664377650626039,0,4,39852.6875,7755.5250000000015,0.0,健康,低
F0083,加盟商0083,个体投资人,湖北,续约预警,B,2022-12-18,2026-03,4,129675.59000000003,48804.51000000001,80871.08,1422,58526.18000000002,25276.830000000027,19454.42000000003,0.195202096588222,0.311574472697045,0,4,32418.897500000006,6319.207500000007,0.0,健康,高
F0096,加盟商0096,餐饮集团子公司,上海,正常合作,D,2025-01-27,2026-04,4,88219.49,41855.12,46364.369999999995,1045,41551.03,21886.940000000002,17720.450000000004,0.273624983143605,0.561689021244394,0,4,22054.8725,5471.735000000001,0.0,标杆,低
F0024,加盟商0024,区域代理,北京,正常合作,B,2022-02-10,2026-03,4,123448.41,84785.69000000002,38662.72,1254,63927.31,11578.210000000003,6056.030000000013,0.099861297298114,0.679664055800644,1,3,30862.1025,2894.5525000000007,0.25,关注,中
F0058,加盟商0058,个体投资人,上海,正常合作,B,2023-07-20,2026-05,4,87536.23,47331.56,40204.67,873,46969.880000000005,29016.449999999997,25198.62,0.310851317457655,0.463630632695557,0,4,21884.0575,7254.112499999999,0.0,标杆,低
F0067,加盟商0067,个体投资人,江苏,正常合作,B,2023-06-16,2026-03,4,115887.59999999998,63038.28000000001,52849.32,1300,55452.729999999996,20964.029999999995,15691.259999999993,0.183398569367938,0.461668521937013,0,4,28971.899999999994,5241.007499999999,0.0,健康,低
F0068,加盟商0068,区域代理,湖北,纠纷处理,A,2024-08-03,2026-03,4,92586.84999999999,54711.5,37875.35,1130,48217.25,14498.63999999999,10404.389999999992,0.158703291491222,0.583156513910264,0,4,23146.712499999998,3624.6599999999976,0.0,健康,高
F0036,加盟商0036,个体投资人,北京,续约预警,C,2023-03-06,2026-03,4,169535.84999999998,115306.37,54229.479999999996,1672,87872.82999999999,27671.109999999982,19890.019999999997,0.18508871049973,0.662478115554769,0,4,42383.962499999994,6917.777499999996,0.0,健康,高
F0112,加盟商0112,个体投资人,浙江,正常合作,C,2024-08-14,2026-02,3,33145.969999999994,25144.26,8001.710000000001,403,17672.339999999997,5046.249999999998,3584.989999999996,0.181975370794795,0.762320963487725,0,3,11048.656666666664,1682.0833333333328,0.0,健康,低
F0042,加盟商0042,投资公司,浙江,正常合作,C,2022-05-24,2026-05,4,83963.62,54518.31,29445.309999999998,984,44473.73999999999,10500.929999999993,6330.109999999994,0.173666561354492,0.562225812498603,0,4,20990.905,2625.2324999999983,0.0,健康,低
F0064,加盟商0064,区域代理,重庆,正常合作,B,2024-02-09,2026-05,4,97634.93,59232.450000000004,38402.479999999996,1094,49357.36,20839.449999999997,16506.189999999995,0.220570182664774,0.583693875099226,0,4,24408.7325,5209.862499999999,0.0,标杆,低
F0013,加盟商0013,个体投资人,重庆,正常合作,C,2022-08-29,2026-03,4,121841.16,56557.060000000005,65284.1,1427,61734.74,24549.29,19145.789999999994,0.210073323237314,0.400231198937543,0,4,30460.29,6137.3225,0.0,标杆,低
F0038,加盟商0038,个体投资人,重庆,正常合作,C,2023-06-08,2026-04,4,146709.86,73932.73999999999,72777.12,1453,72865.20999999999,36541.179999999986,29213.679999999975,0.250171640219196,0.510703617246922,0,4,36677.465,9135.294999999996,0.0,标杆,低
F0051,加盟商0051,个体投资人,上海,关注名单,C,2021-12-22,2026-05,4,57027.15,25460.27,31566.880000000005,593,28230.979999999996,14709.359999999997,11878.68,0.258021940789761,0.415430855298216,0,4,14256.7875,3677.3399999999992,0.0,标杆,中
F0009,加盟商0009,个体投资人,陕西,正常合作,C,2023-07-20,2026-04,4,134789.75000000003,77969.22,56820.53,1509,69706.27000000002,25131.610000000015,19261.400000000023,0.188643609884454,0.530314429017965,0,4,33697.43750000001,6282.902500000004,0.0,健康,低
F0109,加盟商0109,区域代理,四川,纠纷处理,C,2021-03-18,2026-03,3,82656.06999999998,60696.28,21959.79,862,44630.31999999997,13237.909999999973,9609.279999999979,0.2001123649372,0.720296557514731,0,3,27552.023333333327,4412.636666666657,0.0,标杆,高
F0084,加盟商0084,餐饮集团子公司,北京,正常合作,B,2024-11-18,2026-04,4,141767.22,93520.64,48246.579999999994,1556,72597.77999999998,28177.80999999999,21985.209999999985,0.213436909600762,0.648934591850788,0,4,35441.805,7044.452499999998,0.0,标杆,低
F0080,加盟商0080,个体投资人,湖北,正常合作,A,2024-09-10,2026-05,4,61291.45,28283.730000000003,33007.72,726,28622.879999999997,12747.689999999997,10030.39,0.218796315297238,0.479644697830569,0,4,15322.8625,3186.922499999999,0.0,标杆,低
F0093,加盟商0093,个体投资人,陕西,正常合作,B,2023-03-05,2026-03,4,107898.33000000005,56921.100000000006,50977.23,1220,52269.91000000004,21672.410000000044,16723.99000000005,0.225497579083411,0.492240875660679,0,4,26974.58250000001,5418.102500000011,0.0,标杆,低
F0052,加盟商0052,区域代理,浙江,正常合作,B,2022-05-11,2026-05,4,84476.46,40866.01999999999,43610.44,954,43270.43000000001,22951.360000000008,19204.790000000008,0.252983930040423,0.43462834242971,0,4,21119.115,5737.840000000002,0.0,标杆,低
F0063,加盟商0063,个体投资人,重庆,正常合作,A,2023-10-12,2026-02,4,39608.78,24009.08,15599.699999999997,408,20158.539999999997,8602.31,6717.789999999997,0.216282455938789,0.488513635005824,0,4,9902.195,2150.5775,0.0,标杆,低
F0139,加盟商0139,区域代理,重庆,续约预警,B,2025-08-02,2026-02,3,28403.589999999997,19871.959999999995,8531.630000000001,317,15765.789999999995,5443.319999999995,4292.149999999994,0.249811434278631,0.710234018016866,0,3,9467.863333333333,1814.4399999999985,0.0,标杆,高
F0044,加盟商0044,区域代理,浙江,正常合作,D,2022-10-16,2026-02,4,44258.72,21179.96,23078.760000000002,459,20580.070000000003,6403.260000000004,4450.890000000001,0.164511900929807,0.469181516729285,0,4,11064.68,1600.815000000001,0.0,健康,低
F0035,加盟商0035,区域代理,上海,正常合作,D,2023-03-24,2026-05,4,68496.85,41460.62999999999,27036.22,731,34041.67,19494.780000000002,16270.36,0.283290142851017,0.610119293335335,0,4,17124.2125,4873.695000000001,0.0,标杆,低
F0053,加盟商0053,个体投资人,上海,正常合作,C,2023-11-22,2026-05,4,67398.31999999999,33280.73,34117.59,768,32214.16999999999,15484.789999999994,12425.169999999993,0.247282449454141,0.484285207370537,0,4,16849.579999999998,3871.1974999999984,0.0,标杆,低
F0073,加盟商0073,个体投资人,陕西,正常合作,B,2023-12-02,2026-04,4,155093.27999999997,99678.69,55414.59,1660,83009.54999999997,33386.43999999996,26840.889999999956,0.233441165793508,0.560858082751111,0,4,38773.31999999999,8346.60999999999,0.0,标杆,低
F0111,加盟商0111,个体投资人,上海,正常合作,C,2024-08-05,2026-02,3,26760.81,14180.260000000002,12580.55,316,13594.23,4437.68,3286.0199999999986,0.174518885645414,0.505352612823564,0,3,8920.27,1479.2266666666667,0.0,健康,低
F0078,加盟商0078,区域代理,北京,正常合作,A,2024-07-19,2026-03,4,109494.47,70554.94,38939.53,1178,54612.93000000001,30165.26000000001,25565.390000000014,0.280299620588146,0.668085155320505,0,4,27373.6175,7541.315000000002,0.0,标杆,低
F0114,加盟商0114,区域代理,浙江,正常合作,B,2023-07-28,2026-05,4,99988.9,49127.850000000006,50861.05,1009,47894.45,14781.499999999996,10404.519999999988,0.166945487969478,0.429685766629681,0,4,24997.225,3695.374999999999,0.0,健康,低
F0061,加盟商0061,个体投资人,湖北,正常合作,B,2023-01-14,2026-04,4,129822.63999999997,84494.97,45327.67,1359,70337.68999999999,34811.03999999998,29001.14999999998,0.273960922639338,0.642915568402399,0,4,32455.659999999993,8702.759999999995,0.0,标杆,低
F0135,加盟商0135,区域代理,江苏,正常合作,B,2023-01-25,2026-05,4,72625.32999999999,44036.75,28588.579999999998,839,37070.78999999999,10505.779999999992,7238.7099999999955,0.149527210955496,0.616516188246135,0,4,18156.332499999997,2626.444999999998,0.0,健康,低
F0126,加盟商0126,个体投资人,北京,正常合作,B,2022-03-05,2026-03,3,127319.75000000003,92719.40000000002,34600.35,1409,67963.01000000001,12462.920000000018,7229.7300000000105,0.088770045901636,0.722961786839195,0,3,42439.91666666668,4154.306666666673,0.0,关注,中
F0044,加盟商0044,区域代理,浙江,正常合作,D,2022-10-16,2026-05,4,75297.62,44014.119999999995,31283.5,914,40079.08000000001,15248.990000000009,12099.70000000001,0.22376689537212,0.569170823367846,0,4,18824.405,3812.247500000002,0.0,标杆,低
F0114,加盟商0114,区域代理,浙江,正常合作,B,2023-07-28,2026-03,3,113531.47,56195.90999999999,57335.56,1306,55191.92000000002,15309.880000000017,10376.750000000015,0.157019730983748,0.475460388869172,0,3,37843.823333333334,5103.293333333339,0.0,健康,低
F0130,加盟商0130,个体投资人,四川,续约预警,B,2024-02-05,2026-05,4,72528.29999999999,41170.89,31357.409999999996,766,36804.46,16541.889999999996,13513.359999999999,0.249596288967863,0.548031047179088,0,4,18132.074999999997,4135.472499999999,0.0,标杆,高
F0008,加盟商0008,区域代理,广东,关注名单,B,2022-04-08,2026-02,4,21402.129999999997,6265.1,15137.029999999999,324,9099.559999999998,4894.119999999996,3971.059999999994,0.226835195710356,0.304149980500894,0,4,5350.532499999999,1223.529999999999,0.0,标杆,中
F0077,加盟商0077,个体投资人,重庆,关注名单,A,2023-03-24,2026-02,4,32460.22,19699.49,12760.730000000001,432,16865.979999999996,3830.99,2346.56,0.150357721282525,0.551998848497937,1,3,8115.055,957.7475,0.25,健康,中
F0106,加盟商0106,区域代理,北京,正常合作,A,2023-04-15,2026-04,4,86435.73,48672.049999999996,37763.67999999999,832,42953.16999999999,14099.539999999994,10456.96999999999,0.178132081588315,0.611726220941564,0,4,21608.9325,3524.8849999999984,0.0,健康,低
F0026,加盟商0026,个体投资人,重庆,正常合作,B,2023-11-30,2026-04,4,128598.47000000002,69670.46,58928.009999999995,1443,65704.83000000002,14765.420000000013,9276.860000000019,0.106003649278982,0.563892275090415,1,3,32149.617500000004,3691.355000000003,0.25,关注,低
F0091,加盟商0091,个体投资人,湖北,正常合作,A,2023-08-31,2026-03,4,125143.79000000001,82677.56000000001,42466.23,1389,67558.25,16860.35,11715.770000000002,0.139096183790027,0.671555223874885,0,4,31285.947500000002,4215.0875,0.0,健康,低
F0120,加盟商0120,餐饮集团子公司,北京,正常合作,B,2024-12-12,2026-05,4,71767.92000000001,44749.49,27018.430000000004,808,38099.98000000001,18047.34000000001,14958.840000000013,0.246307460477044,0.617656766249865,0,4,17941.980000000003,4511.835000000003,0.0,标杆,低
F0117,加盟商0117,个体投资人,北京,正常合作,C,2023-12-17,2026-04,4,120086.29,69478.28000000001,50608.009999999995,1266,58446.09,5484.259999999999,241.32999999999993,0.077091176688342,0.567344963169596,0,4,30021.5725,1371.0649999999998,0.0,关注,中
F0042,加盟商0042,投资公司,浙江,正常合作,C,2022-05-24,2026-02,4,45514.41999999999,29025.239999999998,16489.18,464,23679.36999999999,5511.619999999991,3484.259999999993,0.191909382597868,0.578128011455116,1,3,11378.604999999998,1377.9049999999977,0.25,健康,低
F0073,加盟商0073,个体投资人,陕西,正常合作,B,2023-12-02,2026-02,4,54826.1,32744.469999999994,22081.63,569,27874.909999999993,9474.369999999992,6967.689999999995,0.174942580649381,0.509599416112302,0,4,13706.525,2368.592499999998,0.0,健康,低
F0101,加盟商0101,区域代理,北京,正常合作,A,2022-09-28,2026-03,4,122780.37,52652.62,70127.75,1311,57747.84000000001,20358.450000000004,14603.67000000001,0.174771627936233,0.426128533003975,0,4,30695.0925,5089.612500000001,0.0,健康,低
F0090,加盟商0090,个体投资人,广东,正常合作,B,2021-04-24,2026-03,4,135677.19,71883.90000000001,63793.29000000001,1475,66891.37000000001,31401.16000000001,24837.880000000012,0.235703572447258,0.530433161316265,0,4,33919.2975,7850.290000000003,0.0,标杆,低
F0074,加盟商0074,个体投资人,重庆,正常合作,D,2022-01-20,2026-02,4,25832.94,16358.490000000003,9474.45,352,13475.920000000002,5858.160000000001,4789.500000000001,0.24157683767128,0.633527299828781,0,4,6458.235,1464.5400000000002,0.0,标杆,低
F0074,加盟商0074,个体投资人,重庆,正常合作,D,2022-01-20,2026-03,4,99397.09000000001,68628.31000000001,30768.780000000002,1103,50680.490000000005,19241.930000000004,14292.470000000005,0.214435245892953,0.666093439434709,0,4,24849.272500000003,4810.482500000001,0.0,标杆,低
F0094,加盟商0094,投资公司,陕西,正常合作,C,2022-06-08,2026-02,4,37486.619999999995,24202.02,13284.6,423,19543.809999999998,5077.539999999999,3387.0700000000006,0.15966867652347,0.586130010082832,0,4,9371.654999999999,1269.3849999999998,0.0,健康,低
F0038,加盟商0038,个体投资人,重庆,正常合作,C,2023-06-08,2026-03,4,129489.45999999999,67696.82999999999,61792.62999999999,1489,63316.119999999995,32720.319999999996,27186.359999999993,0.261190207476427,0.541788758286215,0,4,32372.364999999998,8180.079999999999,0.0,标杆,低
F0011,加盟商0011,餐饮集团子公司,上海,正常合作,B,2021-08-24,2026-03,4,104263.39000000001,65606.86000000002,38656.530000000006,1182,54406.580000000016,28856.720000000016,24449.45000000002,0.275007622843804,0.605337125716535,0,4,26065.847500000003,7214.180000000004,0.0,标杆,低
F0141,加盟商0141,个体投资人,广东,续约预警,A,2022-07-06,2026-02,3,37267.600000000006,22321.690000000002,14945.91,398,19122.120000000003,10734.210000000003,9086.95,0.278315089685693,0.612778967749411,0,3,12422.533333333335,3578.070000000001,0.0,标杆,高
F0103,加盟商0103,区域代理,四川,正常合作,D,2024-10-29,2026-02,3,40428.26,29862.230000000007,10566.03,425,22770.030000000006,8028.240000000004,6198.980000000007,0.209641229815031,0.731930515229807,0,3,13476.086666666668,2676.0800000000013,0.0,标杆,低
F0017,加盟商0017,个体投资人,江苏,正常合作,B,2025-06-19,2026-05,4,126377.64,85803.53000000001,40574.10999999999,1188,65992.51999999999,27132.239999999998,21756.499999999993,0.207086302211403,0.685310598550799,0,4,31594.41,6783.0599999999995,0.0,标杆,低
F0020,加盟商0020,餐饮集团子公司,湖北,纠纷处理,A,2025-01-01,2026-05,4,75677.62000000002,36832.11,38845.51,907,36083.68000000002,9883.590000000022,6369.310000000027,0.144827865169544,0.422350094570105,1,3,18919.405000000006,2470.8975000000055,0.25,健康,高
F0024,加盟商0024,区域代理,北京,正常合作,B,2022-02-10,2026-05,4,80107.64000000001,51506.44999999999,28601.190000000002,825,43752.34000000002,10005.430000000015,6577.880000000008,0.13769054256798,0.639397137269028,0,4,20026.910000000003,2501.3575000000037,0.0,健康,低
F0048,加盟商0048,个体投资人,浙江,正常合作,B,2024-01-19,2026-02,4,46433.28,29902.129999999997,16531.15,532,24596.559999999998,9350.119999999995,7166.339999999998,0.204858727286555,0.612298855961978,0,4,11608.32,2337.529999999999,0.0,标杆,低
F0108,加盟商0108,个体投资人,四川,正常合作,B,2023-03-27,2026-05,4,98791.41999999998,65641.25,33150.17,1020,53417.59999999999,12059.009999999987,7385.669999999989,0.151031947084315,0.641091849194534,0,4,24697.854999999996,3014.752499999997,0.0,健康,低
F0085,加盟商0085,个体投资人,江苏,正常合作,A,2024-06-19,2026-05,4,87241.6,61102.19000000001,26139.41,935,48287.19000000001,18166.040000000008,14510.480000000007,0.22606143127821,0.690502481527462,0,4,21810.4,4541.510000000002,0.0,标杆,低
F0096,加盟商0096,餐饮集团子公司,上海,正常合作,D,2025-01-27,2026-03,4,112632.78,49659.31999999999,62973.46000000002,1108,52938.10999999999,24469.73999999999,19391.859999999986,0.227287096610874,0.500899141840845,0,4,28158.195,6117.434999999998,0.0,标杆,低
F0121,加盟商0121,区域代理,江苏,正常合作,C,2021-10-27,2026-03,3,114788.23999999999,77870.3,36917.94,1380,58936.71,5866.539999999999,931.4200000000055,0.089612323840012,0.664543812319563,1,2,38262.746666666666,1955.513333333333,0.333333333333333,关注,中
F0006,加盟商0006,个体投资人,北京,正常合作,B,2024-12-18,2026-03,4,110312.56,41394.810000000005,68917.75,1220,53853.14000000001,30631.050000000007,25624.47000000001,0.267811793506415,0.361231036034606,0,4,27578.14,7657.762500000002,0.0,标杆,低
F0064,加盟商0064,区域代理,重庆,正常合作,B,2024-02-09,2026-03,4,141686.18,78581.89000000001,63104.29,1682,72359.28,28933.35,22486.969999999998,0.204781260766429,0.533504333625304,0,4,35421.545,7233.3375,0.0,标杆,低
F0121,加盟商0121,区域代理,江苏,正常合作,C,2021-10-27,2026-02,3,47926.840000000004,34892.520000000004,13034.32,480,27380.220000000005,3426.000000000004,1286.7200000000075,0.127227500870555,0.696070354310831,0,3,15975.613333333335,1142.0000000000014,0.0,健康,低
F0012,加盟商0012,个体投资人,江苏,正常合作,A,2024-01-19,2026-05,4,66822.53,34751.920000000006,32070.610000000004,673,31612.949999999993,12712.469999999994,9759.019999999995,0.203744751017894,0.495296796314454,0,4,16705.6325,3178.1174999999985,0.0,标杆,低
F0033,加盟商0033,个体投资人,陕西,正常合作,B,2024-05-20,2026-05,4,69385.96,48437.13999999999,20948.82,795,38858.530000000006,11885.700000000004,8587.460000000006,0.199858395448233,0.696029363943029,0,4,17346.49,2971.425000000001,0.0,健康,低
F0129,加盟商0129,区域代理,浙江,续约预警,C,2025-05-05,2026-03,3,115603.74000000002,80749.07000000004,34854.66999999999,1343,59211.91000000002,30179.64000000002,25476.84000000003,0.264596265178884,0.698456384830861,0,3,38534.58000000001,10059.880000000006,0.0,标杆,高
F0072,加盟商0072,个体投资人,山东,正常合作,B,2022-11-27,2026-04,4,129582.20999999999,79694.39999999998,49887.81,1537,65850.44999999998,13439.129999999986,7781.4499999999825,0.118303461642596,0.547944529087012,1,3,32395.552499999998,3359.7824999999966,0.25,关注,低
