门店ID,门店名称,城市,城市层级,店型,商圈,新店标签,是否90天内新店,开业日期,业务日期,订单数,销售额,会员订单数,开业天数,爬坡阶段,门店成长类型,平均客单价,会员订单占比
S00062,嘉兴购物中心0062店,嘉兴,二线,外卖店,购物中心,非新店,FALSE,2022-06-03,2026-04-06,7,292.19000000000005,4,1403,Comp老店,Comp老店,41.74142857142858,0.571428571428571
S00062,嘉兴购物中心0062店,嘉兴,二线,外卖店,购物中心,非新店,FALSE,2022-06-03,2026-04-19,8,645.5699999999999,5,1416,Comp老店,Comp老店,80.69624999999999,0.625
S00062,嘉兴购物中心0062店,嘉兴,二线,外卖店,购物中心,非新店,FALSE,2022-06-03,2026-04-28,6,180.74,3,1425,Comp老店,Comp老店,30.123333333333335,0.5
S00062,嘉兴购物中心0062店,嘉兴,二线,外卖店,购物中心,非新店,FALSE,2022-06-03,2026-05-11,6,414.8,2,1438,Comp老店,Comp老店,69.13333333333334,0.333333333333333
S00063,苏州交通枢纽0063店,苏州,新一线,外卖店,交通枢纽,非新店,FALSE,2022-03-02,2026-03-23,9,772.89,6,1482,Comp老店,Comp老店,85.87666666666667,0.666666666666667
S00064,合肥购物中心0064店,合肥,二线,标准店,购物中心,非新店,FALSE,2024-11-08,2026-03-25,7,483.78000000000003,6,502,Comp老店,Comp老店,69.11142857142858,0.857142857142857
S00064,合肥购物中心0064店,合肥,二线,标准店,购物中心,非新店,FALSE,2024-11-08,2026-04-12,11,446.7,4,520,Comp老店,Comp老店,40.60909090909091,0.363636363636364
S00064,合肥购物中心0064店,合肥,二线,标准店,购物中心,非新店,FALSE,2024-11-08,2026-05-02,9,755.27,5,540,Comp老店,Comp老店,83.91888888888889,0.555555555555556
S00064,合肥购物中心0064店,合肥,二线,标准店,购物中心,非新店,FALSE,2024-11-08,2026-05-17,10,451.56,4,555,Comp老店,Comp老店,45.156,0.4
S00066,北京CBD0066店,北京,一线,标准店,CBD,非新店,FALSE,2025-02-08,2026-05-15,22,1286.75,17,461,Comp老店,Comp老店,58.48863636363637,0.772727272727273
S00067,武汉CBD0067店,武汉,新一线,快取店,CBD,非新店,FALSE,2021-08-10,2026-04-16,9,565.4300000000001,6,1710,Comp老店,Comp老店,62.82555555555556,0.666666666666667
S00068,北京社区0068店,北京,一线,标准店,社区,非新店,FALSE,2025-06-29,2026-03-23,12,666.62,7,267,Comp老店,次新店,55.55166666666667,0.583333333333333
S00068,北京社区0068店,北京,一线,标准店,社区,非新店,FALSE,2025-06-29,2026-03-28,14,951.2299999999999,8,272,Comp老店,次新店,67.945,0.571428571428571
S00068,北京社区0068店,北京,一线,标准店,社区,非新店,FALSE,2025-06-29,2026-05-03,16,735.1000000000001,14,308,Comp老店,次新店,45.94375000000001,0.875
S00068,北京社区0068店,北京,一线,标准店,社区,非新店,FALSE,2025-06-29,2026-05-15,10,731.1700000000001,7,320,Comp老店,次新店,73.117,0.7
S00069,深圳CBD0069店,深圳,一线,外卖店,CBD,非新店,FALSE,2023-02-16,2026-04-21,16,1184.48,10,1160,Comp老店,Comp老店,74.03,0.625
S00069,深圳CBD0069店,深圳,一线,外卖店,CBD,非新店,FALSE,2023-02-16,2026-05-01,12,723.56,5,1170,Comp老店,Comp老店,60.29666666666666,0.416666666666667
S00070,南通购物中心0070店,南通,二线,旗舰店,购物中心,非新店,FALSE,2023-11-19,2026-03-10,22,1380.73,9,842,Comp老店,Comp老店,62.76045454545454,0.409090909090909
S00070,南通购物中心0070店,南通,二线,旗舰店,购物中心,非新店,FALSE,2023-11-19,2026-04-14,21,2853.99,15,877,Comp老店,Comp老店,135.9042857142857,0.714285714285714
S00071,武汉购物中心0071店,武汉,新一线,标准店,购物中心,非新店,FALSE,2023-06-11,2026-04-25,16,1067.5299999999997,9,1049,Comp老店,Comp老店,66.72062499999998,0.5625
S00071,武汉购物中心0071店,武汉,新一线,标准店,购物中心,非新店,FALSE,2023-06-11,2026-04-26,20,1160.3899999999999,11,1050,Comp老店,Comp老店,58.019499999999994,0.55
S00072,重庆购物中心0072店,重庆,新一线,标准店,购物中心,非新店,FALSE,2024-01-21,2026-05-06,19,2788.4,11,836,Comp老店,Comp老店,146.7578947368421,0.578947368421053
S00072,重庆购物中心0072店,重庆,新一线,标准店,购物中心,非新店,FALSE,2024-01-21,2026-05-15,12,1857.95,8,845,Comp老店,Comp老店,154.82916666666668,0.666666666666667
S00073,珠海购物中心0073店,珠海,二线,标准店,购物中心,非新店,FALSE,2025-08-08,2026-03-29,14,1084.07,8,233,Comp老店,次新店,77.43357142857143,0.571428571428571
S00073,珠海购物中心0073店,珠海,二线,标准店,购物中心,非新店,FALSE,2025-08-08,2026-05-09,13,1007.79,8,274,Comp老店,次新店,77.52230769230769,0.615384615384615
S00074,南昌街边店0074店,南昌,二线,标准店,街边店,非新店,FALSE,2021-12-25,2026-03-31,8,388.38,7,1557,Comp老店,Comp老店,48.5475,0.875
S00075,太原购物中心0075店,太原,二线,标准店,购物中心,非新店,FALSE,2024-07-16,2026-04-07,11,2243.89,7,630,Comp老店,Comp老店,203.98999999999998,0.636363636363636
S00075,太原购物中心0075店,太原,二线,标准店,购物中心,非新店,FALSE,2024-07-16,2026-05-09,12,818.03,3,662,Comp老店,Comp老店,68.16916666666667,0.25
S00076,乌鲁木齐CBD0076店,乌鲁木齐,三线,标准店,CBD,非新店,FALSE,2022-09-18,2026-04-29,10,794.6800000000001,7,1319,Comp老店,Comp老店,79.468,0.7
S00077,天津写字楼0077店,天津,新一线,快取店,写字楼,非新店,FALSE,2025-05-05,2026-03-24,14,972.01,6,323,Comp老店,次新店,69.42928571428571,0.428571428571429
S00077,天津写字楼0077店,天津,新一线,快取店,写字楼,非新店,FALSE,2025-05-05,2026-05-08,13,775.8800000000001,10,368,Comp老店,Comp老店,59.68307692307693,0.769230769230769
S00077,天津写字楼0077店,天津,新一线,快取店,写字楼,非新店,FALSE,2025-05-05,2026-05-11,12,1140.25,7,371,Comp老店,Comp老店,95.02083333333333,0.583333333333333
S00079,贵阳街边店0079店,贵阳,二线,标准店,街边店,非新店,FALSE,2025-04-27,2026-04-07,7,1707.0,2,345,Comp老店,次新店,243.85714285714286,0.285714285714286
S00080,乌鲁木齐CBD0080店,乌鲁木齐,三线,快取店,CBD,非新店,FALSE,2023-04-16,2026-03-20,10,594.75,7,1069,Comp老店,Comp老店,59.475,0.7
S00080,乌鲁木齐CBD0080店,乌鲁木齐,三线,快取店,CBD,非新店,FALSE,2023-04-16,2026-05-11,7,516.0,5,1121,Comp老店,Comp老店,73.71428571428571,0.714285714285714
S00080,乌鲁木齐CBD0080店,乌鲁木齐,三线,快取店,CBD,非新店,FALSE,2023-04-16,2026-05-14,7,330.13,6,1124,Comp老店,Comp老店,47.16142857142857,0.857142857142857
S00081,嘉兴CBD0081店,嘉兴,二线,校园店,CBD,非新店,FALSE,2022-07-02,2026-05-02,15,1120.02,10,1400,Comp老店,Comp老店,74.66799999999999,0.666666666666667
S00081,嘉兴CBD0081店,嘉兴,二线,校园店,CBD,非新店,FALSE,2022-07-02,2026-05-14,10,1849.39,8,1412,Comp老店,Comp老店,184.93900000000002,0.8
S00082,哈尔滨CBD0082店,哈尔滨,二线,外卖店,CBD,非新店,FALSE,2023-04-15,2026-04-25,8,359.86,4,1106,Comp老店,Comp老店,44.9825,0.5
S00082,哈尔滨CBD0082店,哈尔滨,二线,外卖店,CBD,非新店,FALSE,2023-04-15,2026-05-12,8,586.58,6,1123,Comp老店,Comp老店,73.3225,0.75
S00083,宁波校园0083店,宁波,新一线,快取店,校园,非新店,FALSE,2023-12-05,2026-05-09,12,888.89,9,886,Comp老店,Comp老店,74.07416666666667,0.75
S00084,重庆社区0084店,重庆,新一线,标准店,社区,非新店,FALSE,2023-11-03,2026-04-24,11,567.5699999999999,8,903,Comp老店,Comp老店,51.597272727272724,0.727272727272727
S00084,重庆社区0084店,重庆,新一线,标准店,社区,非新店,FALSE,2023-11-03,2026-05-17,12,788.86,7,926,Comp老店,Comp老店,65.73833333333333,0.583333333333333
S00085,南京街边店0085店,南京,新一线,快取店,街边店,非新店,FALSE,2022-08-26,2026-05-12,9,469.79,7,1355,Comp老店,Comp老店,52.19888888888889,0.777777777777778
S00085,南京街边店0085店,南京,新一线,快取店,街边店,非新店,FALSE,2022-08-26,2026-05-15,12,4462.97,7,1358,Comp老店,Comp老店,371.9141666666667,0.583333333333333
S00086,无锡写字楼0086店,无锡,二线,外卖店,写字楼,非新店,FALSE,2023-11-26,2026-04-24,7,230.51000000000005,4,880,Comp老店,Comp老店,32.93000000000001,0.571428571428571
S00086,无锡写字楼0086店,无锡,二线,外卖店,写字楼,非新店,FALSE,2023-11-26,2026-04-25,8,542.94,5,881,Comp老店,Comp老店,67.8675,0.625
S00087,广州写字楼0087店,广州,一线,外卖店,写字楼,非新店,FALSE,2024-06-10,2026-03-21,13,1924.1599999999999,8,649,Comp老店,Comp老店,148.01230769230767,0.615384615384615
