门店ID,门店名称,省份,城市,城市层级,店型,门店类型,商圈,是否90天内新店,新店标签,业务日期,订单数,销售额,平均客单价,会员订单数,到店订单数,外卖订单数,会员订单占比,到店占比,折扣率,当日评分,未回复负评数,今日异常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-04-01,23,1795.23,78.05347826086957,14,12,11,0.608695652173913,0.521739130434783,0.034303388918774,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-04-02,22,1530.76,69.58,13,13,9,0.590909090909091,0.590909090909091,0.055086419753086,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-04-03,22,1531.33,69.6059090909091,15,12,10,0.681818181818182,0.545454545454546,0.103961380924517,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-04-04,19,1660.34,87.38631578947368,13,16,3,0.684210526315789,0.842105263157895,0.080653377630122,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-04-05,39,2066.4799999999996,52.98666666666666,21,26,13,0.538461538461539,0.666666666666667,0.120646808510638,4.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-04-06,23,2015.09,87.61260869565217,14,12,11,0.608695652173913,0.521739130434783,0.049485849056604,3.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-04-07,22,1564.0900000000001,71.09500000000001,13,16,6,0.590909090909091,0.727272727272727,0.060042067307692,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-04-08,18,1350.13,75.00722222222223,10,13,5,0.555555555555556,0.722222222222222,0.027984161267099,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-04-09,22,3180.62,144.57363636363635,14,13,9,0.636363636363636,0.590909090909091,0.016201670275286,4.5,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-04-10,26,1667.47,64.13346153846155,12,18,8,0.461538461538462,0.692307692307692,0.073112840466926,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-04-11,29,3274.8,112.9241379310345,15,23,6,0.517241379310345,0.793103448275862,0.137529628654201,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-04-12,23,3379.7999999999997,146.9478260869565,15,13,10,0.652173913043478,0.565217391304348,0.19066091954023,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-04-13,19,1883.53,99.13315789473684,14,15,4,0.736842105263158,0.789473684210526,0.030607308286155,4.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-04-14,19,1353.3400000000001,71.22842105263159,13,10,9,0.684210526315789,0.526315789473684,0.031945636623748,3.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-04-15,22,1938.46,88.11181818181818,16,15,7,0.727272727272727,0.681818181818182,0.027853560682046,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-04-16,19,1245.9299999999998,65.57526315789472,15,13,6,0.789473684210526,0.684210526315789,0.09056204379562,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-04-17,20,1283.4599999999998,64.17299999999999,10,13,7,0.5,0.65,0.038606741573034,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-04-18,24,3723.92,155.16333333333333,14,15,9,0.583333333333333,0.625,0.110174432497013,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-04-19,20,1207.46,60.373000000000005,11,16,4,0.55,0.8,0.050738993710692,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-04-20,26,4404.62,169.40846153846152,14,17,9,0.538461538461539,0.653846153846154,0.020324733096085,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-04-21,18,4299.84,238.88,9,13,5,0.5,0.722222222222222,0.01062126092959,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-04-22,18,3566.85,198.15833333333333,9,11,7,0.5,0.611111111111111,0.005894648829431,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-04-23,21,1178.6399999999999,56.12571428571428,13,14,7,0.619047619047619,0.666666666666667,0.025111662531017,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-04-24,22,1687.9199999999998,76.72363636363636,17,15,7,0.772727272727273,0.681818181818182,0.067962451684152,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-04-25,25,3049.69,121.9876,20,17,8,0.8,0.68,0.020022493573265,4.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-04-26,28,1724.04,61.57285714285714,19,15,13,0.678571428571429,0.535714285714286,0.07259817105971,4.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-04-27,17,1331.16,78.30352941176471,8,8,9,0.470588235294118,0.470588235294118,0.003622754491018,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-04-28,18,1661.12,92.28444444444443,11,12,6,0.611111111111111,0.666666666666667,0.050788571428571,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-04-29,19,1240.81,65.30578947368421,15,13,6,0.789473684210526,0.684210526315789,0.021443217665615,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-04-30,22,4017.88,182.63090909090909,15,18,4,0.681818181818182,0.818181818181818,0.014500858474368,4.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-05-01,17,969.55,57.03235294117647,14,10,7,0.823529411764706,0.588235294117647,0.066843118383061,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-05-02,25,1930.85,77.234,16,19,6,0.64,0.76,0.074376797698945,3.0,0,评分滑坡
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-05-03,24,3975.2,165.63333333333333,16,14,10,0.666666666666667,0.583333333333333,0.01798418972332,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-05-04,15,1086.22,72.41466666666666,7,7,8,0.466666666666667,0.466666666666667,0.033612099644128,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-05-05,25,1662.0,66.48,15,17,8,0.6,0.68,0.062076749435666,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-05-06,19,2328.29,122.54157894736842,10,14,5,0.526315789473684,0.736842105263158,0.00923829787234,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-05-07,20,1211.98,60.599000000000004,15,15,5,0.75,0.75,0.067707692307692,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-05-08,20,1585.3200000000002,79.266,13,15,5,0.65,0.75,0.06470796460177,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-05-09,18,1370.4,76.13333333333334,10,9,9,0.555555555555556,0.5,0.037640449438202,4.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-05-10,26,2472.2799999999997,95.0876923076923,16,14,12,0.615384615384615,0.538461538461539,0.022814229249012,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-05-11,16,1087.8700000000001,67.99187500000001,12,12,4,0.75,0.75,0.100933884297521,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-05-12,23,2392.4,104.01739130434783,16,19,4,0.695652173913043,0.826086956521739,0.11947000368053,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-05-13,12,788.58,65.715,7,10,2,0.583333333333333,0.833333333333333,0.016733167082294,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-05-14,15,968.36,64.55733333333333,11,11,4,0.733333333333333,0.733333333333333,0.010868232890705,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-05-15,23,1304.25,56.70652173913044,16,15,8,0.695652173913043,0.652173913043478,0.075655563430191,4.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-05-16,25,2170.12,86.8048,16,17,8,0.64,0.68,0.065409130060293,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-05-17,29,1816.41,62.634827586206896,19,23,6,0.655172413793103,0.793103448275862,0.055429017160686,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-05-18,17,2591.2999999999997,152.42941176470586,12,13,4,0.705882352941177,0.764705882352941,0.01695751138088,4.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-05-19,21,2862.1,136.2904761904762,16,14,7,0.761904761904762,0.666666666666667,0.043095954530257,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-05-20,27,3547.9500000000003,131.40555555555557,20,18,9,0.740740740740741,0.666666666666667,0.010610708310095,5.0,0,正常
S00004,福州购物中心0004店,福建,福州,二线,快取店,快取店,购物中心,FALSE,非新店,2026-02-19,9,626.64,69.62666666666667,4,4,5,0.444444444444444,0.444444444444444,0.064716417910448,5.0,0,正常
S00004,福州购物中心0004店,福建,福州,二线,快取店,快取店,购物中心,FALSE,非新店,2026-02-20,10,1869.62,186.962,4,3,7,0.4,0.3,0.011828752642706,5.0,0,正常
S00004,福州购物中心0004店,福建,福州,二线,快取店,快取店,购物中心,FALSE,非新店,2026-02-21,11,732.93,66.63,4,9,2,0.363636363636364,0.818181818181818,0.060346153846154,5.0,0,正常
S00004,福州购物中心0004店,福建,福州,二线,快取店,快取店,购物中心,FALSE,非新店,2026-02-22,8,770.48,96.31,4,6,2,0.5,0.75,0.04879012345679,5.0,0,正常
S00004,福州购物中心0004店,福建,福州,二线,快取店,快取店,购物中心,FALSE,非新店,2026-02-23,10,1228.96,122.896,5,7,3,0.5,0.7,0.053918398768283,5.0,0,正常
S00004,福州购物中心0004店,福建,福州,二线,快取店,快取店,购物中心,FALSE,非新店,2026-02-24,9,563.4,62.599999999999994,3,7,2,0.333333333333333,0.777777777777778,0.03527397260274,5.0,0,正常
S00004,福州购物中心0004店,福建,福州,二线,快取店,快取店,购物中心,FALSE,非新店,2026-02-25,8,544.0,68.0,3,6,2,0.375,0.75,0.0,5.0,0,正常
S00004,福州购物中心0004店,福建,福州,二线,快取店,快取店,购物中心,FALSE,非新店,2026-02-26,10,596.85,59.685,7,8,2,0.7,0.8,0.049601910828025,5.0,0,正常
S00004,福州购物中心0004店,福建,福州,二线,快取店,快取店,购物中心,FALSE,非新店,2026-02-27,8,483.16,60.395,2,4,4,0.25,0.5,0.063643410852713,5.0,0,正常
S00004,福州购物中心0004店,福建,福州,二线,快取店,快取店,购物中心,FALSE,非新店,2026-02-28,6,381.69,63.615,6,1,5,1,0.166666666666667,0.082475961538462,5.0,0,正常
S00004,福州购物中心0004店,福建,福州,二线,快取店,快取店,购物中心,FALSE,非新店,2026-03-01,10,700.0,70.0,3,4,6,0.3,0.4,0.0,5.0,0,正常
S00004,福州购物中心0004店,福建,福州,二线,快取店,快取店,购物中心,FALSE,非新店,2026-03-02,8,1752.0,219.0,4,3,5,0.5,0.375,0.0,5.0,0,正常
S00004,福州购物中心0004店,福建,福州,二线,快取店,快取店,购物中心,FALSE,非新店,2026-03-03,11,1852.66,168.42363636363638,7,6,5,0.636363636363636,0.545454545454546,0.00821199143469,5.0,0,正常
S00004,福州购物中心0004店,福建,福州,二线,快取店,快取店,购物中心,FALSE,非新店,2026-03-04,10,528.85,52.885000000000005,5,3,7,0.5,0.3,0.118583333333333,5.0,0,正常
S00004,福州购物中心0004店,福建,福州,二线,快取店,快取店,购物中心,FALSE,非新店,2026-03-05,11,909.21,82.65545454545455,6,6,5,0.545454545454546,0.545454545454546,0.013872017353579,5.0,0,正常
S00004,福州购物中心0004店,福建,福州,二线,快取店,快取店,购物中心,FALSE,非新店,2026-03-06,9,753.11,83.67888888888889,3,7,2,0.333333333333333,0.777777777777778,0.095906362545018,5.0,0,正常
S00004,福州购物中心0004店,福建,福州,二线,快取店,快取店,购物中心,FALSE,非新店,2026-03-07,10,765.8,76.58,4,3,7,0.4,0.3,0.048695652173913,5.0,0,正常
S00004,福州购物中心0004店,福建,福州,二线,快取店,快取店,购物中心,FALSE,非新店,2026-03-08,11,859.0,78.0909090909091,6,6,5,0.545454545454546,0.545454545454546,0.0,5.0,0,正常
